period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1068c124,growth1068c124,Y1199c484,growth1199c484,Y1247c752,growth1247c752,Y1268c826,growth1268c826,Y1504c586,growth1504c586,Y1594c440,growth1594c440,Y1755c222,growth1755c222,Y1765c344,Y1783c32,Y2055c705,growth2055c705,Y2074c203,Y2150c352,growth2150c352,Y2346c705,growth2346c705,Y2355c152,growth2355c152,Y2464c218,Y2472c826,growth2472c826,Y2599c616,growth2599c616,Y2620c826,growth2620c826,Y2712c372,growth2712c372,Y2934c688,growth2934c688,Y3276c616,growth3276c616,Y3279c484,growth3279c484,Y3334c124,growth3334c124,Y3415c348,growth3415c348,Y3495c344,Y3603c608,Y3632c826,growth3632c826,Y3646c251,growth3646c251,Y3868c620,growth3868c620,Y3949c152,growth3949c152,Y3984c600,growth3984c600,Y4357c600,growth4357c600,Y4401c68,growth4401c68,Y4414c757,growth4414c757,Y4417c152,growth4417c152,Y4625c268,growth4625c268,Y4630c344,Y4748c32,Y4770c152,growth4770c152,Y4927c268,growth4927c268,Y4982c428,growth4982c428,Y4989c68,growth4989c68,Y573c68,growth573c68,Y599c372,growth599c372,Y629c554,Y663c428,growth663c428,Y667c705,growth667c705,Y674c428,growth674c428,Y829c268,growth829c268,Y855c826,growth855c826,_merge,x,r2,s,sf
201505,901890,664,4759,46070796,05,0,0,0,1,0,0,0,0,0,0,0,36641,-.2352476119995117,790937,.5293006896972656,900837,.3952369689941406,1200407,-.2316789627075195,1860236,-.0509920120239258,1887,-3.646471977233887,21043,-.5913867950439453,17080830,2829019,19583,-.6325740814208984,272361,378799,.3576383590698242,99963,-.5468082427978516,36670,-.1074094772338867,1314218,312885,-.3062152862548828,625639,.3215932846069336,1334196,.1039209365844727,5835,-.5436983108520508,9143,1.223819255828857,496121,.0082130432128906,14049151,.3508777618408203,17611740,-.1543941497802734,518106,-.2509565353393555,1832327,294028,1176234,.0069818496704102,518497,-.0946931838989258,1447439,-.0022172927856445,2927334,-.1206560134887695,549695,.0983362197875977,56122,-.1160354614257813,25469,-.4871463775634766,9523203,.0491390228271484,516482,-.9865875244140625,347765,.2365207672119141,634543,1687298,1088933,.1117010116577148,6320,-.6641712188720703,203684,-.0685529708862305,286022,.873011589050293,75366,.0748472213745117,269293,.4275283813476563,452674,1043370,.1753568649291992,2983418,.1987752914428711,634986,-.0048913955688477,1944737,.2780084609985352,6853497,.785954475402832,matched (3),43552732,.91917032,1026729.6,2341293.3
201506,901890,665,4759,41031200,06,0,0,0,0,1,0,0,0,0,0,0,51861,.3473987579345703,539974,-.3816976547241211,524076,-.5416879653930664,609278,-.6781406402587891,1430493,-.2626838684082031,14020,2.005496025085449,21427,.0180845260620117,18024010,2577790,59816,1.116611480712891,250356,448957,.169921875,20285,-1.594918251037598,86636,.8597564697265625,1020406,250482,-.2224483489990234,734380,.160252571105957,1757382,.2754955291748047,7197,.2097892761230469,8163,-.1133766174316406,659262,.2843008041381836,14243224,.0137195587158203,18047624,.0244483947753906,595775,.1396827697753906,1372693,133808,1666073,.3481521606445313,247436,-.7397823333740234,2017145,.3318872451782227,2735440,-.0677995681762695,905303,.498906135559082,50353,-.1084690093994141,33601,.2770938873291016,7903170,-.1864681243896484,411088,-.2282333374023438,267381,-.262852668762207,631177,1843482,992852,-.092371940612793,3453,-.6044759750366211,139651,-.3774232864379883,122769,-.84576416015625,39640,-.64251708984375,321628,.1775951385498047,443363,1225200,.1606483459472656,3513926,.1636648178100586,1010670,.4647655487060547,4307658,.7952671051025391,3732026,-.6078081130981445,matched (3),41217492,.91917032,960286.69,2312927
201507,901890,666,4759,44286296,07,0,0,0,0,0,1,0,0,0,0,0,86399,.5104093551635742,1046046,.6612520217895508,1320224,.9239206314086914,745269,.2014703750610352,2099481,.3836708068847656,66936,1.563252449035645,23675,.0997676849365234,15661907,2580155,11034,-1.690291404724121,339365,1284108,1.050891876220703,4469,-1.512717247009277,77516,-.1112308502197266,1314048,610378,.890690803527832,641360,-.1354351043701172,1239019,-.3495044708251953,8430,.1581325531005859,6563,-.2181644439697266,948119,.3633594512939453,14648200,.0280361175537109,14958468,-.1877365112304688,687874,.1437435150146484,1499628,140368,1170331,-.3531827926635742,295944,.1790180206298828,2582505,.2470769882202148,3128166,.1341543197631836,561365,-.4778985977172852,57625,.1348981857299805,74714,.7991123199462891,13062170,.5024566650390625,503560,.2028961181640625,417414,.445404052734375,475785,3258122,1492670,.4077396392822266,37395,2.382293701171875,193207,.324615478515625,118213,-.037816047668457,58190,.3838748931884766,164143,-.6726570129394531,509023,1038452,-.1653728485107422,4243285,.188603401184082,713409,-.3483142852783203,2922355,-.3880043029785156,3479293,-.0701217651367188,matched (3),47606976,.91917032,1021056.2,2338810.8
201508,901890,667,4759,49833160,08,0,0,0,0,0,0,1,0,0,0,0,118188,.3133001327514648,735650,-.3520183563232422,1162860,-.1269187927246094,1218780,.4918603897094727,1818226,-.1438283920288086,64976,-.029719352722168,22840,-.0359067916870117,15570727,2816144,56945,1.641104698181152,464134,736024,-.5565567016601563,23405,1.65578556060791,18917,-1.410423278808594,1397312,679961,.1079568862915039,917411,.3579645156860352,1312614,.0577001571655273,58723,1.941035270690918,222,-3.38652515411377,967747,.0204906463623047,15855734,.0792140960693359,14839157,-.0080089569091797,636795,-.0771579742431641,1671446,142287,1730024,.3908481597900391,358431,.1915664672851563,1833708,-.3424196243286133,5177824,.5039377212524414,279985,-.6956357955932617,52295,-.0970554351806641,51825,-.3657951354980469,10005347,-.2666015625,623094,.2129945755004883,137899,-1.107556343078613,1007918,4893347,1484350,-.005589485168457,31858,-.1602487564086914,113825,-.5290994644165039,216661,.6058454513549805,122985,.7483491897583008,325085,.6833486557006836,712378,1074765,.0343704223632813,3332788,-.2415285110473633,871045,.1996393203735352,4460049,.4227695465087891,6667435,.6504058837890625,matched (3),46696948,.91917032,1192121.1,2418394.8
201509,901890,668,4759,41628800,09,0,0,0,0,0,0,0,1,0,0,0,51801,-.8248672485351563,131393,-1.722561836242676,879375,-.2794265747070313,523721,-.8446464538574219,1187329,-.4261550903320313,42695,-.4199361801147461,19311,-.1678380966186523,15263173,3043395,18420,-1.12864875793457,259134,729698,-.008631706237793,142335,1.805233955383301,36356,.6532983779907227,1460528,762209,.1141853332519531,704804,-.2636356353759766,2117994,.4784488677978516,18582,-1.150638580322266,1213,1.698174476623535,534478,-.5936803817749023,19983498,.2313747406005859,14053491,-.0543975830078125,596526,-.0653257369995117,1527333,86684,2526778,.378809928894043,308937,-.1485986709594727,1589537,-.1428976058959961,3784654,-.3134298324584961,218102,-.2497730255126953,100967,.6578922271728516,17697,-1.074477195739746,9428422,-.0593910217285156,399668,-.4440631866455078,127780,-.0762119293212891,971482,3117572,1086405,-.3121023178100586,24396,-.2668685913085938,42027,-.9963502883911133,276853,.2451534271240234,16214,-2.026187896728516,383886,.1662588119506836,483424,707455,-.4181833267211914,2565412,-.2616901397705078,728848,-.1782283782958984,1315135,-1.221220016479492,5687637,-.158940315246582,matched (3),41920956,.91917032,1242950.5,2443850.8
201510,901890,669,4759,37995204,10,0,0,0,0,0,0,0,0,1,0,0,13476,-1.346498489379883,756957,1.751113891601563,747497,-.1624813079833984,1019187,.6658010482788086,1085073,-.0900592803955078,22017,-.662266731262207,17627,-.091242790222168,29171932,2642905,30958,.5191936492919922,394140,595790,-.2027425765991211,282608,.6858768463134766,15413,-.8581485748291016,494299,267739,-1.046208381652832,770023,.0885000228881836,942946,-.8092155456542969,13763,-.3002090454101563,5670,1.542092323303223,466084,-.1369247436523438,13011920,-.4290409088134766,13705186,-.0250968933105469,598806,.0038156509399414,2951044,437265,971177,-.9561910629272461,36729,-2.129570960998535,1490743,-.0641679763793945,3451517,-.0921411514282227,88382,-.903294563293457,87836,-.1393222808837891,58232,1.191039085388184,9427150,-.0001335144042969,437538,.0905294418334961,39300,-1.179085731506348,610893,2930948,1273284,.1587247848510742,1454,-2.820101261138916,107457,.9387788772583008,125667,-.789851188659668,98816,1.807384490966797,280568,-.3135299682617188,478897,793334,.1145706176757813,2457788,-.0428571701049805,532923,-.3130884170532227,622337,-.7482128143310547,3836930,-.3936223983764648,matched (3),39369964,.91917032,1103751,2376078
201511,901890,670,4759,44330480,11,0,0,0,0,0,0,0,0,0,1,0,14390,.0656223297119141,1009930,.288330078125,1328441,.5750312805175781,1376464,.3005132675170898,1067740,-.0161027908325195,26452,.1835174560546875,45129,.9400930404663086,14427859,1898164,34171,.0987462997436523,475815,1134222,.6438140869140625,94558,-1.094847679138184,90480,1.769917488098145,617285,563570,.7442789077758789,1063863,.3232421875,1167914,.2139654159545898,11486,-.1808547973632813,6474,.1326055526733398,599692,.2520503997802734,16535355,.2396354675292969,13630440,-.0054683685302734,525974,-.1296863555908203,1327956,256604,2150323,.7948646545410156,251808,1.925100326538086,1553481,.0412235260009766,1983037,-.5541839599609375,192940,.7807111740112305,105813,.1862020492553711,120767,.7294282913208008,11808493,.2252254486083984,844185,.6572074890136719,17678,-.7989034652709961,283507,3852320,818936,-.4413490295410156,22719,2.748883724212647,56104,-.6498842239379883,307213,.8939056396484375,125539,.2393569946289063,381343,.3068838119506836,431395,803470,.0126953125,2627299,.0666942596435547,878716,.5000848770141602,735188,.1666440963745117,4894427,.2434244155883789,matched (3),42991732,.91917032,1290035.5,2468131.3
201512,901890,671,4759,43492504,12,0,0,0,0,0,0,0,0,0,0,1,83380,1.756875038146973,601858,-.5176153182983398,714205,-.6205911636352539,471680,-1.070972442626953,1336869,.2247858047485352,8740,-1.107421875,30702,-.385197639465332,15430164,1332651,27664,-.2112455368041992,396711,1500161,.2796249389648438,128968,.3103513717651367,16844,-1.681134223937988,692628,253391,-.7993574142456055,794167,-.2923688888549805,2107150,.5901174545288086,9926,-.1459712982177734,4739,-.3119688034057617,340983,-.5645837783813477,12800543,-.2560138702392578,12637895,-.0756053924560547,352225,-.4009819030761719,1952485,201390,2288108,.0621070861816406,96345,-.9607315063476563,1448664,-.0698566436767578,3206370,.4805097579956055,208001,.0751638412475586,25639,-1.417558670043945,100151,-.1871843338012695,10639502,-.1042461395263672,649436,-.2622671127319336,55322,1.140850067138672,763785,4264044,2538970,1.131507873535156,11030,-.7225828170776367,22569,-.9106292724609375,71815,-1.453448295593262,62562,-.6964588165283203,382199,.0022420883178711,616072,1028501,.246917724609375,3019599,.1391677856445313,1556947,.5720205307006836,7199,-4.62618350982666,2485624,-.6775732040405273,matched (3),43566728,.91917032,982744.19,2322340.8
201601,901890,672,4759,47172192,01,0,0,0,0,0,0,0,0,0,0,0,83877,.0059432983398438,690641,.137598991394043,1348872,.6358537673950195,1533731,1.179157257080078,1672942,.2242536544799805,20587,.8567495346069336,38258,.2200250625610352,16845096,2364755,64496,.8464717864990234,311746,427094,-1.256322860717773,263920,.7160816192626953,31986,.6413040161132813,1196044,311613,.2068281173706055,1073801,.301666259765625,1016771,-.7287044525146484,6969,-.3536863327026367,28106,1.780157089233398,518048,.4182357788085938,18211072,.3525428771972656,16015888,.2368812561035156,353086,.00244140625,1839338,0,1305501,-.5611391067504883,234896,.8912076950073242,1271390,-.1305313110351563,3084646,-.0387029647827148,219215,.0525102615356445,36305,.3478412628173828,22317,-1.50132942199707,10009318,-.0610580444335938,380917,-.5335226058959961,52651,-.0494852066040039,411299,2796629,774841,-1.186855316162109,30923,1.030880928039551,119387,1.665792465209961,167401,.8462991714477539,29504,-.7516317367553711,214566,-.5773239135742188,566868,607792,-.5260248184204102,1544988,-.6701078414916992,401938,-1.354185104370117,79847,2.406169891357422,2369743,-.0477418899536133,matched (3),47157544,.91917032,1316804.5,2482227.8
201602,901890,673,4759,40426376,02,1,0,0,0,0,0,0,0,0,0,0,108117,.2538623809814453,438109,-.4551525115966797,806591,-.5142078399658203,1710117,.1088590621948242,1423343,-.1615753173828125,49450,.8763027191162109,28311,-.3011016845703125,7411482,1402187,30086,-.7625436782836914,410426,336900,-.2372188568115234,396359,.4066743850708008,9079,-1.259334564208984,727198,356990,.1359462738037109,919157,-.1555023193359375,1360342,.2911043167114258,3865,-.5895099639892578,4129,-1.917947769165039,348898,-.3952884674072266,15498166,-.1613082885742188,13650486,-.1598072052001953,533702,.4131259918212891,1961213,301247,2510148,.6537551879882813,525077,.8044013977050781,1763921,.3274288177490234,1658530,-.6205043792724609,76420,-1.05380916595459,64255,.5709037780761719,145513,1.874916076660156,7822906,-.2464599609375,637159,.5144376754760742,65674,.2210178375244141,234624,791526,697087,-.105748176574707,16528,-.6264438629150391,284401,.8680152893066406,145031,-.1434450149536133,25569,-.1431455612182617,449724,.740015983581543,507827,822548,.3025741577148438,3204475,.7295322418212891,475997,.1691141128540039,1413790,2.873916625976563,6576637,1.02074146270752,matched (3),40698692,.91917032,1157131.1,2401339.8
201603,901890,674,4759,39097536,03,0,1,0,0,0,0,0,0,0,0,0,13553,-2.076605796813965,808631,.6128749847412109,501493,-.4752264022827148,855689,-.6924104690551758,1193256,-.1763229370117188,65082,.2746858596801758,42812,.4135675430297852,12961721,2895193,34332,.1320180892944336,340158,354242,.0501947402954102,102608,-1.351404190063477,116240,2.549693107604981,530797,118263,-1.10479736328125,773391,-.1726722717285156,1272197,-.066990852355957,5225,.3014926910400391,11556,1.029170036315918,564121,.4804887771606445,18596932,.1822738647460938,12638613,-.0770187377929688,436399,-.2012805938720703,1675866,103734,1818472,-.3223447799682617,348745,-.4092035293579102,1957950,.1043586730957031,2991675,.5899009704589844,31627,-.882232666015625,43945,-.3799209594726563,29792,-1.586025238037109,7311690,-.0675811767578125,496621,-.2491922378540039,132519,.7020225524902344,210709,2767720,1207324,.5492515563964844,17286,.0448408126831055,453297,.4661617279052734,142191,-.0197763442993164,28275,.1005973815917969,422991,-.0612831115722656,370506,1080331,.2726163864135742,3973403,.2150745391845703,846058,.5751762390136719,1753338,.2152481079101563,8206074,.2213516235351563,matched (3),40616296,.91917032,1373638,2512839.5
201604,901890,675,4759,42937356,04,0,0,1,0,0,0,0,0,0,0,0,41043,1.108012199401856,678130,-.1760034561157227,1214161,.8842182159423828,1524902,.5777788162231445,1724318,.3681459426879883,37545,-.5501079559326172,21500,-.6887655258178711,14106596,2033620,38031,.1023235321044922,303125,492261,.3290290832519531,122348,.1759529113769531,7867,-2.69297981262207,406017,866400,1.991436004638672,663150,-.1537837982177734,1108628,-.1376228332519531,705,-2.003011703491211,29828,.9482421875,794539,.3424930572509766,20130500,.0792407989501953,13890135,.0944232940673828,231786,-.6327419281005859,1235587,161085,2246300,.2112874984741211,366228,.048914909362793,1882628,-.0392293930053711,2690798,-.1059951782226563,181789,1.748835563659668,61881,.3422746658325195,39773,.2889480590820313,8002850,.0903234481811523,1164021,.8518085479736328,402412,1.110750198364258,308451,2490155,1256046,.0395622253417969,6481,-.9810218811035156,370717,-.2011079788208008,148977,.0466213226318359,38760,.3154115676879883,453134,.0688371658325195,396471,1136621,.0507917404174805,3311634,-.1821813583374023,882351,.0420017242431641,2597812,.3931474685668945,4380411,-.6277322769165039,matched (3),41876796,.91917032,1219021,2431767.5
201605,901890,676,4759,48534588,05,0,0,0,1,0,0,0,0,0,0,0,62633,.4226722717285156,689135,.0160980224609375,534023,-.8213691711425781,877522,-.5525836944580078,1920237,.1076173782348633,41474,.0995264053344727,31156,.3709535598754883,14416590,2869348,24782,-.42828369140625,392875,382146,-.2532072067260742,129613,.0576839447021484,37849,1.570927619934082,777910,720034,-.1850481033325195,877140,.2796649932861328,1273675,.1387834548950195,4791,1.916296005249023,42426,.3523139953613281,511071,-.4412527084350586,18866338,-.0648574829101563,12578725,-.0991725921630859,455710,.6760416030883789,1608957,208064,2349110,.0447521209716797,682575,.6226167678833008,1784646,-.0534486770629883,1260352,-.7584466934204102,492857,.9973716735839844,77321,.222752571105957,101193,.9338417053222656,8601785,.0721721649169922,479211,-.8874950408935547,428919,.0637922286987305,451897,2562975,1376214,.0913677215576172,26296,1.400541305541992,216562,-.537562370300293,275803,.6158943176269531,62064,.4707765579223633,548488,.1909780502319336,548208,1448204,.2422647476196289,3719102,.1160411834716797,848349,-.0392971038818359,2414081,-.0733509063720703,2398482,-.6023063659667969,matched (3),49443160,.91917032,1335524.6,2492209.3
201606,901890,677,4759,46302256,06,0,0,0,0,1,0,0,0,0,0,0,69587,.10528564453125,513342,-.29449462890625,435074,-.2049226760864258,401587,-.7816781997680664,1885134,-.0184497833251953,27205,-.421666145324707,51821,.5087890625,14612135,2353827,52990,.7599849700927734,402374,346281,-.0985517501831055,60760,-.7576217651367188,50758,.2934646606445313,471869,433929,-.5064172744750977,751981,-.1539554595947266,1233373,-.0321540832519531,4722,-.0145063400268555,10393,-1.406628608703613,541294,.0574531555175781,16432608,-.1381111145019531,11453520,-.0937099456787109,395726,-.1411342620849609,1371452,184425,2209216,-.0613985061645508,645735,-.0554838180541992,2172952,.1968669891357422,1381651,.091888427734375,1430921,1.065855026245117,41515,-.6219110488891602,22899,-1.485936164855957,7294747,-.1648159027099609,452744,-.0568141937255859,243474,-.566258430480957,333986,2142620,769274,-.5816440582275391,23395,-.1168937683105469,118832,-.6001663208007813,96985,-1.045130729675293,125504,.7041721343994141,369586,-.3947820663452148,465070,1406001,-.0295743942260742,3375078,-.0970640182495117,1132238,.2886590957641602,2395324,-.0078001022338867,3278007,.3123998641967773,matched (3),46670124,.91917032,922976.75,2297687.3
201607,901890,678,4759,51590760,07,0,0,0,0,0,1,0,0,0,0,0,9504,-1.990865707397461,556810,.0812816619873047,1065318,.895512580871582,409033,.01837158203125,2418996,.2493534088134766,51458,.6373653411865234,36133,-.3605890274047852,14577963,1948891,98105,.6159353256225586,466843,884966,.938298225402832,25879,-.8534994125366211,42163,-.1855258941650391,847544,475113,.0906715393066406,700629,-.0707321166992188,1274724,.0329771041870117,5811,.2075204849243164,5634,-.6123132705688477,1104746,.7134084701538086,20011950,.1970615386962891,13769129,.1841316223144531,435465,.0956926345825195,1819087,294714,1709876,-.2562170028686523,383068,-.5221767425537109,2052235,-.0571575164794922,2463781,.5784177780151367,899041,-.4647455215454102,56335,.3052616119384766,32409,.3473424911499023,10231331,.3382997512817383,690527,.4221286773681641,250228,.0273628234863281,488160,3199449,1007261,.2695426940917969,9787,-.8714675903320313,120235,.0117378234863281,140791,.3727207183837891,50235,-.9156255722045898,401867,.0837373733520508,391931,1140641,-.2091598510742188,5213521,.4348373413085938,923249,-.2040529251098633,2375750,-.0082054138183594,3437770,.0475873947143555,matched (3),50177068,.91917032,822884.75,2259340.5
201608,901890,679,4759,49786240,08,0,0,0,0,0,0,1,0,0,0,0,2630,-1.284728527069092,295581,-.6332817077636719,547604,-.6654767990112305,349772,-.1565141677856445,1887322,-.2481937408447266,15475,-1.201539993286133,22257,-.4845495223999023,13883209,1556375,85828,-.133692741394043,199057,741468,-.1769170761108398,122592,1.555429458618164,30119,-.3363876342773438,916985,212625,-.8040227890014648,838870,.1800765991210938,1313029,.0296077728271484,10203,.5629291534423828,1248,-1.507277011871338,493232,-.8063907623291016,22804374,.1306228637695313,13992743,.0161113739013672,1037158,.8678245544433594,1569224,41232,1069031,-.4696683883666992,336349,-.1300630569458008,1915752,-.0688190460205078,1676428,-.3850317001342773,93934,-2.258735656738281,50626,-.1068506240844727,27243,-.1736392974853516,7679112,-.2869501113891602,660126,-.0450248718261719,287349,.1383247375488281,456862,2627948,811045,-.2166662216186523,726,-2.601260185241699,98654,-.1978292465209961,186808,.2828044891357422,122298,.8897485733032227,287455,-.3350543975830078,314827,1020801,-.1110029220581055,3377323,-.4341726303100586,912985,-.0111789703369141,2152694,-.0985927581787109,2975290,-.1444816589355469,matched (3),49599812,.91917032,1262776.8,2453993.8
201609,901890,680,4759,58490028,09,0,0,0,0,0,0,0,1,0,0,0,43928,2.815568447113037,532736,.5890836715698242,596257,.0851192474365234,812008,.842228889465332,1300794,-.3721837997436523,42972,1.021323204040527,32775,.3870086669921875,14494687,1874295,49676,-.5468235015869141,315765,703647,-.0523548126220703,233349,.6436738967895508,54116,.5859737396240234,1381185,365697,.5422754287719727,1178179,.3396701812744141,985499,-.2869443893432617,16181,.461155891418457,25658,3.023313045501709,586062,.1724462509155273,21278224,-.0692672729492188,14932933,.0650291442871094,341805,-1.10999870300293,1216051,88925,2337203,.7822027206420898,353287,.0491313934326172,2223106,.1487951278686523,5532236,1.193926811218262,194685,.728790283203125,73543,.3734045028686523,53928,.6828527450561523,8786148,.1346721649169922,453886,-.3745841979980469,115271,-.9134120941162109,578433,2673525,1457283,.5860052108764648,11601,2.771296501159668,95688,-.0305261611938477,247146,.2798976898193359,181291,.3936424255371094,494095,.541661262512207,394179,808849,-.2327299118041992,3331020,-.0138044357299805,817936,-.1099357604980469,1583020,-.3073854446411133,3020724,.0151548385620117,matched (3),54513284,.91917032,1384471.9,2518778
201610,901890,681,4759,41712944,10,0,0,0,0,0,0,0,0,1,0,0,59934,.3106918334960938,503603,-.0562381744384766,848005,.3522148132324219,372439,-.7794370651245117,1220820,-.0634517669677734,41746,-.0289459228515625,35421,.0776395797729492,12909386,2000087,58874,.1698780059814453,231729,685915,-.0255231857299805,180756,-.2553873062133789,8522,-1.848478317260742,1376283,251899,-.372776985168457,869354,-.3039751052856445,885995,-.1064367294311523,16055,-.007817268371582,24883,-.0306711196899414,362138,-.4814004898071289,22462706,.0541706085205078,13005506,-.1381950378417969,256291,-.2879266738891602,1511671,52800,1520243,-.4300851821899414,164137,-.7665786743164063,1763870,-.2313957214355469,2250047,-.8996410369873047,17285,-2.421544075012207,54956,-.2913370132446289,64971,.1862916946411133,8498825,-.0332479476928711,448316,-.0123481750488281,56070,-.7206850051879883,389344,2365243,554045,-.9670829772949219,18647,.4745941162109375,83366,-.137852668762207,46716,-1.665892601013184,30072,-1.7965087890625,461770,-.0676612854003906,346140,773612,-.0445423126220703,2071209,-.4751462936401367,739015,-.1014652252197266,2067010,.2667684555053711,2941446,-.0265951156616211,matched (3),40677688,.91917032,1093123.8,2371160
201611,901890,682,4759,44578340,11,0,0,0,0,0,0,0,0,0,1,0,64497,.0733747482299805,637811,.2362537384033203,958242,.1222143173217773,422561,.1262607574462891,1621043,.2835464477539063,52379,.226902961730957,37130,.0471200942993164,14320620,1923330,55297,-.0626811981201172,368588,1243264,.5947418212890625,308041,.5330848693847656,34812,1.40731143951416,1588384,536109,.7553091049194336,1113087,.2471418380737305,919953,.0376110076904297,31231,.6653909683227539,738,-3.517995834350586,391385,.0776662826538086,23365968,.0394248962402344,15104868,.1496429443359375,363891,.3505401611328125,1612062,201444,1567753,.0307731628417969,363274,.7944555282592773,2051004,.1508197784423828,1760258,-.2454910278320313,57409,1.200362205505371,39408,-.3325643539428711,27609,-.855799674987793,9130549,.0716972351074219,868662,.6614561080932617,37620,-.3990650177001953,435002,3940515,989536,.5799903869628906,5291,-1.259677886962891,54791,-.4197139739990234,395319,2.13560676574707,212860,1.957039833068848,301098,-.4276304244995117,537969,860695,.1066703796386719,1970641,-.0497732162475586,1001535,.3039703369140625,2492587,.1872177124023438,3163023,.072627067565918,matched (3),46737600,.91917032,1324478.4,2486307.3
201612,901890,683,4759,47506160,12,0,0,0,0,0,0,0,0,0,0,1,2391,-3.294907093048096,854537,.2925176620483398,442656,-.7723073959350586,817208,.6595602035522461,1661467,.0246315002441406,18046,-1.065582275390625,57679,.4404678344726563,15029868,1638660,81581,.3888778686523438,280536,2791854,.8089656829833984,129406,-.8672780990600586,67467,.6616764068603516,1438474,101110,-1.668128967285156,821424,-.3038530349731445,756709,-.1953439712524414,9689,-1.170420646667481,10910,2.693490982055664,614598,.4512767791748047,16315997,-.3591346740722656,11724018,-.2533779144287109,210748,-.5461912155151367,1766784,92497,1689905,.0750293731689453,260712,-.3317413330078125,2037815,-.0064516067504883,4411606,.9187784194946289,96547,.5198287963867188,56890,.3671503067016602,66627,.8809680938720703,15782565,.5472812652587891,514029,-.5246744155883789,105079,1.027176856994629,883340,2565025,864693,-.134861946105957,15804,1.094255447387695,66745,.1973533630371094,207530,-.6444168090820313,36899,-1.752449989318848,366043,.1953144073486328,363106,912345,.0582780838012695,2541080,.2542295455932617,1271567,.2387161254882813,3417625,.3156251907348633,2798721,-.1223659515380859,matched (3),47362484,.91917032,1310562,2478921.8
201701,901890,684,4759,50778248,01,0,0,0,0,0,0,0,0,0,0,0,26906,2.420637607574463,490390,-.55535888671875,902863,.7127780914306641,1081140,.2798776626586914,2148105,.2568845748901367,45696,.9290866851806641,23165,-.9122505187988281,14407332,2235485,104342,.2460775375366211,0,579046,-1.573079109191895,115845,-.1107015609741211,90558,.2943515777587891,1375962,352454,1.248711585998535,1288360,.4500865936279297,862719,.1311111450195313,20648,.756627082824707,5437,-.6964521408081055,466503,-.2757043838500977,18413896,.1209602355957031,16028819,.3127498626708984,402357,.6466770172119141,1325830,26360,1869464,.1009788513183594,581241,.8017492294311523,1740998,-.1574192047119141,4848891,.0945110321044922,322011,1.204555511474609,47439,-.1816749572753906,39605,-.5201539993286133,13058960,-.1894321441650391,375140,-.3149805068969727,120766,.1391420364379883,388359,2592926,793910,-.0854043960571289,21492,.3074178695678711,88268,.2794981002807617,275401,.2829523086547852,104071,1.03688907623291,341434,-.0695962905883789,473550,847689,-.0735044479370117,1389750,-.6034650802612305,620826,-.716954231262207,1162272,-1.078569412231445,3094486,.100459098815918,matched (3),50437920,.91917032,1167018.5,2406119.8
201702,901890,685,4759,41326104,02,1,0,0,0,0,0,0,0,0,0,0,67488,.9196004867553711,568604,.1479835510253906,401310,-.8108367919921875,255046,-1.444327354431152,1312625,-.4925565719604492,26054,-.5618391036987305,34019,.3842763900756836,9265691,1059593,33715,-1.129731178283691,359032,396770,-.3780250549316406,73642,-.4530372619628906,10134,-2.190094947814941,1037742,316553,-.1074295043945313,1100297,-.1577901840209961,664819,-.2605743408203125,8077,-.9385976791381836,8533,.4507131576538086,776659,.5097370147705078,15363021,-.1811428070068359,14069258,-.1303958892822266,318629,-.2333126068115234,1233472,15324,659689,-1.041638374328613,937444,.477992057800293,1059455,-.4967041015625,2866029,-.525822639465332,250408,-.2514934539794922,30551,-.4400472640991211,49438,.2217636108398438,6544213,-.6908931732177734,372450,-.0071964263916016,85801,-.3418235778808594,453763,1470140,765550,-.0363759994506836,15469,-.3288431167602539,189518,.7641057968139648,196593,-.3370933532714844,79492,-.2694168090820313,315020,-.0805177688598633,520186,1020061,.1851034164428711,1758605,.2353973388671875,487354,-.2420597076416016,1998553,.5420465469360352,2640413,-.158686637878418,matched (3),41418128,.91917032,1171040.6,2408073.3
201703,901890,686,4759,45834404,03,0,1,0,0,0,0,0,0,0,0,0,103413,.4267807006835938,245837,-.8385152816772461,804711,.6957492828369141,1203055,1.551175117492676,1815758,.3244743347167969,66928,.943446159362793,45908,.2997207641601563,12648778,3403029,43704,.2594966888427734,369835,464174,.1569023132324219,141384,.6522636413574219,64974,1.858091354370117,876264,159603,-.6848011016845703,1089358,-.0099916458129883,1365024,.7194118499755859,8047,-.0037212371826172,20720,.8871593475341797,791304,.0186805725097656,20018308,.2646846771240234,15527643,.0986289978027344,280689,-.1267795562744141,1426287,19721,4176147,1.845376014709473,138459,-1.912583351135254,2026696,.6486520767211914,4946886,.5458307266235352,431485,.5441408157348633,39532,.2577133178710938,45707,-.0784673690795898,11153610,.5331821441650391,709286,.6441564559936523,127506,.3961324691772461,319448,2706506,987694,.2547788619995117,24469,.4585695266723633,214342,.1230888366699219,357974,.5993251800537109,88135,.1032133102416992,347679,.0986433029174805,321588,1130016,.1023693084716797,2820484,.4723873138427734,799723,.495274543762207,3436398,.5420007705688477,2943519,.1086711883544922,matched (3),46270356,.91917032,1231510.5,2438052.3
