period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1115c757,growth1115c757,Y1146c372,growth1146c372,Y1253c376,Y1357c484,growth1357c484,Y1432c36,Y1436c191,growth1436c191,Y1471c484,growth1471c484,Y1507c152,growth1507c152,Y1507c752,growth1507c752,Y1614c705,growth1614c705,Y1725c124,growth1725c124,Y1806c703,growth1806c703,Y1816c372,growth1816c372,Y1872c616,growth1872c616,Y1980c381,Y1c484,Y1c826,Y2021c440,growth2021c440,Y2051c352,growth2051c352,Y2285c124,growth2285c124,Y2745c36,Y285c440,growth285c440,Y3209c208,growth3209c208,Y3211c616,growth3211c616,Y3232c344,Y3302c376,Y3377c124,growth3377c124,Y3421c222,growth3421c222,Y3470c251,growth3470c251,Y3475c36,Y3501c124,growth3501c124,Y3528c703,growth3528c703,Y3553c124,growth3553c124,Y3578c124,growth3578c124,Y3727c616,growth3727c616,Y3732c757,growth3732c757,Y3800c36,Y4043c32,Y4194c222,growth4194c222,Y4636c826,growth4636c826,Y472c246,growth472c246,Y4748c32,Y4760c208,growth4760c208,Y4922c68,Y4958c124,growth4958c124,Y514c484,growth514c484,Y560c348,growth560c348,Y611c752,growth611c752,Y821c752,growth821c752,Y855c222,growth855c222,_merge,x,r2,s,sf
201710,841229,693,3827,4564327,10,0,0,0,0,0,0,0,0,1,0,0,260703,.7353000640869141,2032402,.5144033432006836,577000,2340587,-.0466365814208984,488409,795849,.1486225128173828,111780536,.2289695739746094,295075,.1946420669555664,1762826,-.5503597259521484,188333,1.852093696594238,15881159,.1023731231689453,921945,.3274383544921875,24939,.2434577941894531,1398902,1.200016975402832,3857586,223511,138382688,228212,.1966714859008789,105813,.8019332885742188,2874877,.1037893295288086,876148,131095,-.6629428863525391,1437310,.4281854629516602,10261193,.0053234100341797,471340,100000,3951896,.423954963684082,20349,-.3179941177368164,144032,-.1175670623779297,1441444,6996083,-.0285215377807617,272123,.1234054565429688,4190936,.0772104263305664,23434088,.0693550109863281,577611,.6189374923706055,1013145,-.0516338348388672,12466121,21648648,196087,.5142583847045898,2693586,-.1320009231567383,91046,.4484071731567383,4173868,2164932,.3628253936767578,9437,6698574,.0344142913818359,1106968,.2904672622680664,146500,.091644287109375,1957364,-.1620502471923828,798450,.1861352920532227,143444,.2695732116699219,matched (3),4113343.3,.85074556,306957.88,601871.94
201711,841229,694,3827,4481343,11,0,0,0,0,0,0,0,0,0,1,0,478726,.6077470779418945,1526542,-.2862129211425781,901000,2230056,-.048375129699707,439572,612711,-.2615165710449219,107494912,-.039093017578125,448056,.4176883697509766,3098816,.5641012191772461,33395,-1.729804992675781,12487530,-.2404041290283203,916344,-.0060930252075195,19241,-.2593898773193359,1629696,.152705192565918,2750415,10242,78806232,233065,.0210428237915039,44954,-.8560333251953125,2170848,-.2808914184570313,1027324,222902,.5308103561401367,1442054,.0032949447631836,7254817,-.3467025756835938,890477,120000,3656962,-.0775623321533203,16408,-.2152624130249023,94391,-.4225893020629883,1693485,7535361,.0742559432983398,123327,-.7914152145385742,3579485,-.1577053070068359,22369912,-.0464744567871094,306043,-.6351747512817383,1072010,.0564756393432617,9514307,17994790,324278,.5030431747436523,2213145,-.1964588165283203,29268,-1.134869575500488,3695953,2253453,.0400753021240234,15478,7633995,.1307163238525391,857048,-.2558860778808594,87144,-.5194635391235352,2004176,.0236339569091797,329321,-.8856391906738281,194683,.3054275512695313,matched (3),3877068.5,.85074556,260463.75,579541.25
201712,841229,695,3827,4214101,12,0,0,0,0,0,0,0,0,0,0,1,140895,-1.223114013671875,2227729,.3779773712158203,548000,2783361,.2216320037841797,301551,777116,.237696647644043,116664488,.0818576812744141,338698,-.2798089981079102,2745090,-.1212062835693359,21725,-.4299421310424805,10830353,-.1423778533935547,556385,-.498931884765625,1342,-2.662882328033447,1102578,-.390742301940918,2345924,19560,104952168,228505,-.0197591781616211,33443,-.2957973480224609,1755696,-.2122526168823242,809495,265357,.1743440628051758,1179053,-.2013568878173828,10271045,.3476638793945313,658361,47000,2291533,-.467411994934082,6042,-.9990339279174805,76241,-.2135467529296875,1404734,7000444,-.0736331939697266,38844,-1.155284881591797,3686566,.0294761657714844,19184812,-.1535968780517578,298244,-.0258140563964844,768892,-.3323402404785156,8437852,16726014,307644,-.0526580810546875,2301229,.0390281677246094,57952,.6831197738647461,4001623,1708573,-.2768058776855469,4348,5071998,-.4088764190673828,517579,-.5043315887451172,84854,-.0266304016113281,1833036,-.089259147644043,601288,.6020412445068359,110302,-.568150520324707,matched (3),4330977,.85074556,259771.3,579230.38
201801,841229,696,3827,4793714,01,0,0,0,0,0,0,0,0,0,0,0,488303,1.242920875549316,1436656,-.438664436340332,807000,3357586,.1875629425048828,516117,850109,.0897750854492188,129052840,.1009197235107422,428883,.2360754013061523,4140460,.4109935760498047,36468,.5179710388183594,13077225,.1885204315185547,807259,.3721837997436523,12258,2.21201753616333,819104,-.2971944808959961,3872090,16743,7155033,295258,.256291389465332,43116,.2540512084960938,2160670,.2075529098510742,925151,317048,.1779766082763672,1565570,.283538818359375,13919601,.3039684295654297,1100816,61000,4494670,.6736717224121094,12543,.7304277420043945,131015,.541412353515625,1488183,7273061,.038203239440918,414686,2.36796760559082,4464721,.1915111541748047,22795416,.1724395751953125,328935,.0979480743408203,1437369,.6256189346313477,9730549,0,816700,.9763288497924805,2173869,-.0569343566894531,104987,.5942220687866211,0,2485868,.3749637603759766,15829,3844466,-.277099609375,789978,.4228429794311523,49807,-.5327768325805664,1919007,.0458345413208008,627497,.0426645278930664,287906,.9594125747680664,matched (3),4843040,.85074556,296425.25,596569.06
201802,841229,697,3827,3607617,02,1,0,0,0,0,0,0,0,0,0,0,220941,-.7930402755737305,654939,-.7855310440063477,558000,3071425,-.0890798568725586,488256,798195,-.0630121231079102,111975472,-.1419410705566406,283725,-.4131793975830078,2539587,-.4888057708740234,24464,-.3992328643798828,12654921,-.0328254699707031,857951,.0609025955200195,9780,-.2258386611938477,808494,-.0130386352539063,3240821,33291,12270069,276370,-.0661087036132813,69797,.4816970825195313,1725649,-.2248153686523438,721187,193088,-.4959068298339844,901482,-.5519647598266602,10792779,-.2544212341308594,180423,48000,3613080,-.2183322906494141,50971,1.402093887329102,93656,-.3356828689575195,1457126,6770543,-.0715951919555664,351213,-.1661291122436523,3405142,-.2709197998046875,21992150,-.0358734130859375,230665,-.354893684387207,913596,-.453181266784668,7055366,15432801,342053,-.8703069686889648,1998977,-.0838727951049805,103913,-.0102825164794922,1883925,1201461,-.7270832061767578,0,2960578,-.2612504959106445,743797,-.060236930847168,128950,.9512701034545898,1896926,-.0115728378295898,339283,-.6149044036865234,79377,-1.288425445556641,matched (3),3493504.3,.85074556,254507.84,576889.06
201803,841229,698,3827,5018674,03,0,1,0,0,0,0,0,0,0,0,0,288722,.2675685882568359,2810570,1.456600189208984,893000,2171211,-.3468570709228516,417985,1162704,.3761510848999023,100758424,-.1055545806884766,891474,1.144870758056641,2953271,.1509122848510742,50405,.7228879928588867,14369836,.1270847320556641,1348524,.4522190093994141,13809,.3449811935424805,919514,.1286725997924805,4779090,205053,15489715,296141,.0690946578979492,25185,-1.019342422485352,2384561,.3234119415283203,625680,153682,-.2282600402832031,712637,-.2350683212280273,8813779,-.2025604248046875,777335,15000,3769005,.0422506332397461,17150,-1.089259147644043,117513,.2269201278686523,1442509,6978377,.0302343368530273,258544,-.3063268661499023,3948238,.1479825973510742,26265836,.1775836944580078,362278,.4514455795288086,995344,.0857000350952148,8313049,16540653,223570,-.4252405166625977,2066989,.0334568023681641,213909,.7219963073730469,2926252,1496338,.219482421875,10629,5554970,.6293087005615234,940129,.2342491149902344,165256,.2480707168579102,2283337,.1854028701782227,558967,.4992561340332031,20286,-1.364277839660645,matched (3),5213418.5,.85074556,333319.5,615734.19
201804,841229,699,3827,5338280,04,0,0,1,0,0,0,0,0,0,0,0,271318,-.0621728897094727,1390741,-.7035503387451172,1888000,2869290,.2787799835205078,606277,815082,-.3552150726318359,138538720,.3184242248535156,580929,-.4282474517822266,3769185,.2439451217651367,63002,.2230758666992188,14097532,-.0191326141357422,1577869,.1570644378662109,5110,-.9941215515136719,510201,-.5890407562255859,2639680,38073,36000756,392515,.2817392349243164,39723,.4556818008422852,2468281,.0345067977905273,535192,310953,.7047557830810547,936626,.2733116149902344,11844977,.2955875396728516,556821,174000,3594991,-.0472698211669922,11650,-.3866910934448242,84548,-.3292293548583984,1716269,7361444,.0534400939941406,379427,.3835964202880859,3933376,-.0037708282470703,25030734,-.0481643676757813,176555,-.7187795639038086,1239970,.2197542190551758,7090413,18224280,161902,-.3227338790893555,2884595,.3332920074462891,171572,-.2205476760864258,3070413,1370980,-.0874948501586914,21844,5459415,-.0173511505126953,1178110,.2256488800048828,107045,-.4342470169067383,2290957,.003331184387207,658989,.164616584777832,67689,1.204992294311523,matched (3),4756389.5,.85074556,278439.38,587839.44
201805,841229,700,3827,5883253,05,0,0,0,1,0,0,0,0,0,0,0,339681,.2247161865234375,1341636,-.0359468460083008,463000,4430922,.4345426559448242,430038,936524,.1388864517211914,118392864,-.1571407318115234,657557,.1239032745361328,4286790,.1286792755126953,90640,.3637294769287109,15910449,.1209774017333984,1073935,-.3847455978393555,18848,1.305207252502441,789818,.4369974136352539,3028145,20046,23102560,370955,-.0564937591552734,43472,.0901870727539063,2981160,.1887903213500977,623630,250047,-.2179927825927734,1273956,.3075981140136719,9230028,-.2494411468505859,958166,30000,4263031,.1704387664794922,9694,-.1837997436523438,181147,.7619895935058594,2288215,8076401,.0926904678344727,127161,-1.093208312988281,5020417,.2440147399902344,27755660,.1033344268798828,248336,.3411502838134766,1350185,.0851545333862305,9997784,19228032,312912,.658930778503418,2965723,.0277366638183594,148304,-.1457386016845703,2619094,1699363,.2147274017333984,1455,3311357,-.4999837875366211,993690,-.1702413558959961,143713,.2945690155029297,2734623,.1770248413085938,828622,.2290573120117188,11491,-1.773359298706055,matched (3),5732818,.85074556,370830.72,636821.94
201806,841229,701,3827,7645567,06,0,0,0,0,1,0,0,0,0,0,0,145517,-.8477144241333008,817935,-.4948625564575195,584000,2847721,-.4420881271362305,574396,539657,-.5512409210205078,148602576,.2272663116455078,757439,.1414117813110352,4307599,.0048427581787109,94995,.0469284057617188,15815732,-.0059719085693359,800953,-.2932825088500977,27966,.3945827484130859,1186602,.4070472717285156,3276059,31107,10205728,470170,.2370128631591797,50101,.1419239044189453,2572954,-.1472578048706055,1256853,199006,-.2283143997192383,940056,-.3039426803588867,8891656,-.0373497009277344,469189,42000,3849658,-.1019954681396484,54692,1.730210304260254,251265,.3271989822387695,1834678,10441781,.2568683624267578,180791,.3518877029418945,5188769,.0329828262329102,27835240,.0028629302978516,240308,-.0328607559204102,1146913,-.1631679534912109,10701272,13825075,292881,-.0661554336547852,3372802,.1286230087280273,97024,-.4243059158325195,3477653,2006300,.1660385131835938,3236,5443339,.4970340728759766,1236669,.2187519073486328,261567,.598872184753418,2629524,-.0391912460327148,699131,-.169926643371582,72276,1.83892822265625,matched (3),1858711.6,.85074556,569644.31,769754.06
201807,841229,702,3827,5609667,07,0,0,0,0,0,1,0,0,0,0,0,395712,1.000393867492676,1397413,.5355949401855469,1226000,2522386,-.1213140487670898,433002,505136,-.0661067962646484,138859104,-.0678157806396484,451647,-.5170421600341797,4023165,-.0683116912841797,42339,-.8081150054931641,15993264,.0111637115478516,750506,-.0650548934936523,27430,-.0193519592285156,569202,-.734614372253418,2774516,798612,28776112,267548,-.5637950897216797,94985,.6396780014038086,2412577,-.0643587112426758,1233185,168026,-.1692161560058594,1250215,.2851314544677734,10832567,.1974430084228516,736229,99000,3558111,-.0787544250488281,14714,-1.312917709350586,153127,-.4952402114868164,1741823,8314684,-.2277917861938477,287829,.4650249481201172,3854550,-.2972421646118164,25233492,-.0981311798095703,253541,.0536041259765625,1086892,-.0537509918212891,9135362,16850852,517933,.5700798034667969,3789766,.1165599822998047,94639,-.0248889923095703,2507546,1973274,-.0165977478027344,15654,3993165,-.3098077774047852,1073901,-.1411237716674805,195766,-.2897701263427734,2491578,-.0538864135742188,655828,-.063939094543457,51517,-.3385801315307617,matched (3),4063456,.85074556,279904.38,588534.81
201808,841229,703,3827,4897343,08,0,0,0,0,0,0,1,0,0,0,0,58650,-1.909099578857422,1720483,.207982063293457,1010000,1805014,-.3346366882324219,602432,666501,.2772140502929688,133944808,-.0360317230224609,475336,.0511207580566406,3670532,-.0917320251464844,40008,-.0566291809082031,15196460,-.0511054992675781,918008,.2014589309692383,14926,-.6085329055786133,640978,.1187601089477539,1793873,94554,28654868,344707,.2533960342407227,73328,-.2587766647338867,2944558,.1992635726928711,881059,255304,.4183368682861328,825006,-.415679931640625,8968705,-.1888141632080078,752386,93000,3811759,.0688610076904297,10398,-.3471860885620117,122376,-.2241697311401367,1784335,8000274,-.0385475158691406,274552,-.0472259521484375,4023371,.0428667068481445,26321828,.0422267913818359,387624,.4245100021362305,1566669,.3656291961669922,8974928,15550549,309170,-.5159549713134766,3274296,-.1462011337280273,77805,-.1958637237548828,1396267,1909654,-.0327720642089844,24907,3725328,-.0694293975830078,1246059,.1486883163452148,264281,.3000926971435547,2802548,.1176128387451172,641251,-.0224781036376953,11820,-1.472119331359863,matched (3),5820979,.85074556,351442.19,625730.25
201809,841229,704,3827,4665231,09,0,0,0,0,0,0,0,1,0,0,0,223241,1.336665153503418,1676408,-.0259513854980469,317000,2047920,.126255989074707,410593,699476,.0482902526855469,119369992,-.1152000427246094,358929,-.2808971405029297,3036771,-.1895418167114258,39679,-.0082578659057617,12954808,-.1595954895019531,713985,-.2513437271118164,42779,1.052942276000977,606717,-.0549325942993164,3538420,164829,8575531,290278,-.1718559265136719,60093,-.1990489959716797,2094318,-.3407316207885742,844520,117411,-.7767744064331055,772248,-.0660848617553711,7082042,-.2361793518066406,1447795,78000,2186951,-.5555830001831055,5010,-.7301778793334961,145048,.1699666976928711,1494183,6765341,-.1676626205444336,525348,.6489200592041016,3872778,-.0381488800048828,25060184,-.0491180419921875,335164,-.145416259765625,972834,-.4764938354492188,8845214,11591861,264980,-.1542367935180664,2805425,-.1545476913452148,50214,-.4379119873046875,1236936,1667474,-.1356124877929688,24417,3942383,.0566301345825195,867356,-.3622922897338867,160980,-.495732307434082,1758630,-.4659938812255859,618138,-.0367088317871094,48345,1.408570289611816,matched (3),2871754.8,.85074556,384801.91,645057.56
201810,841229,705,3827,5168792,10,0,0,0,0,0,0,0,0,1,0,0,196360,-.1283025741577148,1882364,.115875244140625,997000,2799374,.3125715255737305,369321,370245,-.6361665725708008,114307768,-.0433330535888672,521357,.3733100891113281,2686526,-.1225461959838867,99749,.9218349456787109,13762871,.0605068206787109,878872,.2077770233154297,18607,-.8325090408325195,1611331,.9767532348632813,3635920,204500,161204672,302638,.0416984558105469,32926,-.6016311645507813,3082514,.3865184783935547,1005329,181885,.4376935958862305,846123,.0913591384887695,6403332,-.1007442474365234,523902,63000,3559270,.4870471954345703,16520,1.193136215209961,39576,-1.29884147644043,1728122,7930026,.1588430404663086,365106,-.3638725280761719,4579422,.1676015853881836,27713094,.1006240844726563,374552,.1111106872558594,964923,-.0081653594970703,12359540,12089145,98128,-.9933815002441406,3520103,.2269344329833984,62482,.2185850143432617,1577419,2316413,.328709602355957,29938,5358346,.3068704605102539,1434765,.5033073425292969,90613,-.5746822357177734,2059600,.1579761505126953,1010779,.491765022277832,118369,.8954439163208008,matched (3),2884044.8,.85074556,367399.94,634830.25
201811,841229,706,3827,5511293,11,0,0,0,0,0,0,0,0,0,1,0,314317,.4704523086547852,2286915,.1946754455566406,943000,2494293,-.1153907775878906,458061,460699,.2185802459716797,129246496,.1228275299072266,774002,.3951396942138672,3594530,.2911643981933594,134472,.2986993789672852,11427238,-.18597412109375,830831,-.05621337890625,9345,-.6886968612670898,1646963,.0218725204467773,0,144945,83188976,385126,.2410335540771484,57090,.5503664016723633,2522897,-.2003383636474609,814593,308190,.5273418426513672,1028569,.1952590942382813,10713511,.5146865844726563,633858,85000,3488674,-.0200338363647461,35178,.7558488845825195,388805,2.284854888916016,1985772,6796559,-.1542396545410156,73166,-1.607457160949707,4279276,-.0677890777587891,22689132,-.2000179290771484,478984,.245936393737793,1181242,.2022733688354492,14462228,9639274,175403,.5808134078979492,2267247,-.4399232864379883,85584,.3146200180053711,619970,1676755,-.3231592178344727,12392,6229145,.1505832672119141,1421384,-.0093698501586914,99472,.0932779312133789,2324859,.1211481094360352,1046573,.0347995758056641,54530,-.7750558853149414,matched (3),4878980,.85074556,362024.66,631734.56
201812,841229,707,3827,4234345,12,0,0,0,0,0,0,0,0,0,0,1,171433,-.6062097549438477,1627773,-.339991569519043,883000,1037981,-.8767280578613281,282665,413134,-.108973503112793,115680488,-.1108894348144531,716522,-.0771656036376953,3608535,.0038881301879883,33208,-1.398565292358398,10539666,-.0808544158935547,811481,-.0235652923583984,12809,.3153066635131836,604864,-1.00168514251709,2689343,132485,101803440,351220,-.092158317565918,21165,-.9922800064086914,2133454,-.1676654815673828,640214,192013,-.4731531143188477,846274,-.1950807571411133,5817718,-.6105966567993164,859994,84000,3254071,-.0696144104003906,4608,-2.032627105712891,112034,-1.24427604675293,1535561,6487263,-.0465755462646484,136538,.6238718032836914,3773357,-.125819206237793,19821034,-.1351432800292969,456943,-.0471076965332031,1000781,-.1657857894897461,8220998,7585517,116144,-.4122552871704102,2126600,-.0640420913696289,107313,.2262506484985352,2503152,1660489,-.0097484588623047,9977,3594206,-.5499162673950195,1014551,-.3371849060058594,65610,-.4161481857299805,1781614,-.2661399841308594,1133019,.0793647766113281,66405,.197021484375,matched (3),3320806.5,.85074556,242674.23,571767
