period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1028c792,growth1028c792,Y1080c705,growth1080c705,Y1086c757,growth1086c757,Y1119c251,growth1119c251,Y1288c381,Y1303c300,growth1303c300,Y1520c620,growth1520c620,Y1561c620,growth1561c620,Y1706c484,growth1706c484,Y1708c372,growth1708c372,Y1783c124,growth1783c124,Y1783c826,growth1783c826,Y1811c600,growth1811c600,Y2075c757,growth2075c757,Y245c440,growth245c440,Y2566c344,Y2688c300,growth2688c300,Y2729c757,growth2729c757,Y272c440,growth272c440,Y2915c608,Y2920c484,growth2920c484,Y3047c268,growth3047c268,Y3150c32,Y3262c300,growth3262c300,Y3277c826,growth3277c826,Y3379c440,growth3379c440,Y3424c352,growth3424c352,Y3537c344,Y3568c208,growth3568c208,Y3668c616,Y3670c251,growth3670c251,Y3737c608,Y3894c826,growth3894c826,Y3927c608,Y3956c152,growth3956c152,Y4104c442,Y4304c36,Y4352c440,growth4352c440,Y4448c428,growth4448c428,Y4529c352,growth4529c352,Y4535c300,growth4535c300,Y4602c608,Y4741c484,growth4741c484,Y4793c381,Y4807c826,growth4807c826,Y4818c428,growth4818c428,Y531c440,growth531c440,Y708c757,growth708c757,Y727c586,growth727c586,Y803c251,growth803c251,_merge,x,r2,s,sf
201509,840290,668,3787,641883,09,0,0,0,0,0,0,0,1,0,0,0,80690,-.8201436996459961,68061,-.3380937576293945,78553,-.7444839477539063,485405,-.4189786911010742,3629646,518672,.1746549606323242,99484,-.3984174728393555,16531,-.5463142395019531,352752,-.5779523849487305,24629,-1.78719425201416,5218993,-.1168889999389648,2646625,.2617864608764648,23717,-.6335582733154297,94255,-.1458301544189453,81152,-.1961355209350586,442463,154859,-.8625736236572266,217210,-.1311635971069336,23827,-.6014585494995117,329613,13219,-1.739585876464844,77337,-1.417494773864746,300505,1077593,-.4126977920532227,2620036,-.3991060256958008,61019,-.6405668258666992,135056,.2542848587036133,258056,10812,-.324589729309082,15546,88264,-.9548301696777344,52420,3635692,.005767822265625,1315396,13373806,-.1610374450683594,534873,1631850,347483,-.6176528930664063,131830,-.8124818801879883,9494,-3.354138374328613,382772,.8804874420166016,34563,561605,.2318801879882813,5794210,1835547,.3092432022094727,36466,-1.056465148925781,10332,-.5065193176269531,865583,.6001415252685547,61440,.2301054000854492,52049,.0193796157836914,matched (3),1715792.3,.79859376,974292.31,2801472.8
201510,840290,669,3787,1653676,10,0,0,0,0,0,0,0,0,1,0,0,43476,-.6184062957763672,105166,.4351358413696289,126343,.4752264022827148,224890,-.7693719863891602,976060,2777993,1.67821216583252,153514,.4337949752807617,30248,.6041927337646484,363933,.0312042236328125,44278,.5865631103515625,7069360,.3034648895263672,3404995,.2519588470458984,5840,-1.401460647583008,200515,.7548847198486328,99700,.2058420181274414,788014,153253,-.0104255676269531,136893,-.461665153503418,7956,-1.096893310546875,504554,5735,-.8350677490234375,121913,.4551353454589844,177221,627461,-.5408039093017578,5558922,.7522153854370117,77067,.233489990234375,172369,.2439479827880859,449574,25872,.8725042343139648,61534,125945,.3555135726928711,29349,2875551,-.2345552444458008,383519,8155013,-.494664192199707,633868,2472863,358242,.0304927825927734,305210,.8394870758056641,120318,2.539478302001953,304058,-.2302217483520508,61833,651702,.1487884521484375,7831665,1297106,-.3472070693969727,72968,.6936407089233398,5520,-.6268682479858398,2039756,.8571815490722656,70657,.1397762298583984,238635,1.522749900817871,matched (3),1663238.5,.79859376,1039098,2824664.3
201511,840290,670,3787,1891104,11,0,0,0,0,0,0,0,0,0,1,0,57495,.2794895172119141,34256,-1.121678352355957,116610,-.080164909362793,561398,.9148178100585938,3547430,1114039,-.9137363433837891,71972,-.7575149536132813,31584,.0432205200195313,555487,.4228754043579102,256247,1.755654335021973,5582532,-.2361268997192383,2669890,-.2432060241699219,14565,.9138908386230469,191081,-.0481910705566406,103299,.03546142578125,535240,365564,.8693513870239258,255920,.6256656646728516,7142,-.1079339981079102,572644,11517,.6972370147705078,340434,1.026913642883301,392768,1533141,.8933925628662109,1876857,-1.08580493927002,112289,.3763999938964844,110068,-.4485397338867188,2061330,17775,-.3753681182861328,72681,211951,.5205097198486328,97715,3936043,.3139314651489258,502900,8760640,.0716361999511719,742569,823707,477775,.2879304885864258,392123,.250575065612793,157534,.2695035934448242,712006,.8508682250976563,70646,520235,-.225306510925293,7994455,1387540,.0673961639404297,44091,-.5037651062011719,27047,1.589199066162109,498628,-1.408724784851074,128158,.5954265594482422,4428784,2.920945167541504,matched (3),2373031.8,.79859376,972427.06,2800824.5
201512,840290,671,3787,1880561,12,0,0,0,0,0,0,0,0,0,0,1,222651,1.353907585144043,12441,-1.012864112854004,57757,-.7025909423828125,288508,-.6657066345214844,1304797,717453,-.4400405883789063,72016,.0006113052368164,18228,-.5496921539306641,817291,.3861503601074219,806356,1.146383285522461,4855273,-.1395778656005859,1428799,-.6252031326293945,7500,-.6637191772460938,140028,-.3108549118041992,173623,.5192594528198242,329465,313325,-.154200553894043,222751,-.1388111114501953,2225,-1.166235446929932,310557,13153,.1328258514404297,354361,.0400943756103516,312710,2002410,.2670326232910156,3516074,.62774658203125,87084,-.2542028427124023,90192,-.19915771484375,447907,6735,-.9704751968383789,10745,218056,.0283966064453125,22744,2097560,-.6294012069702148,248542,6748600,-.2609338760375977,475100,1465619,305409,-.4474878311157227,175227,-.8054933547973633,80476,-.6716823577880859,641309,-.1045751571655273,57448,509131,-.0215749740600586,7268091,1155599,-.1829128265380859,17994,-.8962173461914063,4370,-1.822813987731934,566640,.127863883972168,78920,-.4848289489746094,41626,-4.667155265808106,matched (3),1370964.8,.79859376,1311817.4,2935961.3
201601,840290,672,3787,8432958,01,0,0,0,0,0,0,0,0,0,0,0,229459,.0301189422607422,151055,2.496645927429199,89686,.4400701522827148,507691,.565150260925293,6924747,1561282,.7775554656982422,167383,.8433961868286133,11698,-.4435405731201172,750148,-.0857248306274414,49043,-2.799827575683594,5195601,.0677471160888672,3116283,.7798061370849609,37196,1.601298332214356,229461,.4938907623291016,126859,-.3138103485107422,412848,185369,-.5248918533325195,394705,.5720844268798828,8169,1.300589084625244,0,6062,-.7746105194091797,435823,.2069196701049805,318138,962380,-.7326974868774414,3014490,-.1539144515991211,70771,-.207423210144043,119563,.2819032669067383,111370,61533,2.212255477905273,0,394451,.592742919921875,0,3023790,.3657369613647461,0,15910850,.857666015625,236336,4018809,400858,.2719554901123047,55030,-1.158203125,11853,-1.915378570556641,978556,.4225673675537109,0,589487,.1465473175048828,14817534,1020968,-.1238679885864258,43899,.8918533325195313,4418,.0109243392944336,1924594,1.222745895385742,80066,.0144166946411133,1271527,3.419248580932617,matched (3),6571357.5,.79859376,1646805.5,3100156.8
201602,840290,673,3787,581519,02,1,0,0,0,0,0,0,0,0,0,0,35035,-1.879377365112305,58443,-.9495916366577148,144545,.4772758483886719,469064,-.0791339874267578,2638800,588788,-.9751958847045898,92708,-.5908298492431641,19504,.5112018585205078,374941,-.6935014724731445,55740,.1280002593994141,4992396,-.0398960113525391,1998773,-.4441070556640625,33127,-.1158523559570313,216243,-.059330940246582,106172,-.1780157089233398,212531,262418,.3475894927978516,472658,.1802339553833008,5165,-.4584407806396484,421558,26136,1.461274147033691,104140,-1.431499481201172,269696,1404389,.3779487609863281,3731550,.2133932113647461,22042,-1.166500091552734,89308,-.291752815246582,96615,33366,-.6120357513427734,32202,277932,-.3501186370849609,38027,1907634,-.4606475830078125,435847,3565179,-1.495786666870117,0,2698359,435851,.0836935043334961,175528,1.159919738769531,203298,2.842092514038086,767154,-.2433910369873047,201803,527566,-.1109790802001953,5317971,1153051,.1216602325439453,36022,-.1977615356445313,4412,-.0013589859008789,1628929,-.1667919158935547,339569,1.444826126098633,76412,-2.811834335327148,matched (3),-694081.56,.79859376,1471399.4,3010651.3
201603,840290,674,3787,2761345,03,0,1,0,0,0,0,0,0,0,0,0,153133,1.474959373474121,125307,.7627143859863281,80396,-.5866260528564453,547752,.1550836563110352,3596125,430133,-.3139724731445313,112093,.1898736953735352,24236,.217219352722168,1247092,1.201801300048828,497451,2.188798904418945,5366768,.0723094940185547,2243204,.1153717041015625,4140,-2.079652786254883,202896,-.0637092590332031,205279,.6593093872070313,343971,418915,.4677295684814453,520809,.097010612487793,6242,.1893949508666992,229298,20607,-.2376832962036133,66744,-.4448719024658203,376036,807729,-.553131103515625,5366486,.3633489608764648,96089,1.472325325012207,126724,.3499202728271484,1967623,50978,.4238567352294922,66331,301682,.0819969177246094,48008,3133919,.4964208602905273,450674,21677876,1.805076599121094,0,926773,495420,.1281051635742188,90778,-.6593818664550781,120912,-.5196104049682617,1081905,.3437910079956055,1953,601577,.1312808990478516,4929849,2499518,.773686408996582,84944,.8578624725341797,5902,.2909631729125977,276603,-1.77309513092041,40143,-2.135229110717773,99597,.2649927139282227,matched (3),5870390.5,.79859376,1374223.9,2964371
201604,840290,675,3787,441784,04,0,0,1,0,0,0,0,0,0,0,0,108197,-.3473529815673828,125579,.0021686553955078,36057,-.8018636703491211,371180,-.3891353607177734,2316127,688900,.4710016250610352,53352,-.7424173355102539,10908,-.7983427047729492,1427129,.1348495483398438,119841,-1.423331260681152,5454612,.0162363052368164,1986863,-.1213483810424805,45476,2.396489143371582,138389,-.382624626159668,149102,-.3197393417358398,413818,358663,-.1552848815917969,269682,-.6581392288208008,6685,.0685663223266602,368506,15356,-.2941246032714844,125240,.6293678283691406,238395,1759144,.778355598449707,2954943,-.5966939926147461,80280,-.1797542572021484,65329,-.6625747680664063,448331,30501,-.5136346817016602,22221,170492,-.5706844329833984,48887,3315385,.0562887191772461,356194,19275000,-.1174831390380859,172694,2680290,397695,-.2197208404541016,79857,-.1281795501708984,113200,-.0659065246582031,792691,-.3110446929931641,21765,285222,-.7462873458862305,5650647,1376374,-.5966453552246094,84134,-.0095815658569336,3687,-.4704780578613281,791754,1.051668167114258,60314,.4071159362792969,88101,-.1226482391357422,matched (3),3011458,.79859376,1452234.9,3001331.5
201605,840290,676,3787,2559951,05,0,0,0,1,0,0,0,0,0,0,0,61899,-.5584497451782227,25043,-1.612340927124023,49722,.3213462829589844,451181,.1951808929443359,3905850,508009,-.3045969009399414,67554,.2360162734985352,25406,.8454885482788086,556973,-.9409027099609375,1459541,2.499711036682129,5559822,.01910400390625,2901932,.378819465637207,51762,.1294708251953125,185403,.2924633026123047,146710,-.0161724090576172,336210,574499,.4711151123046875,182762,-.3890590667724609,6467,-.0331544876098633,280149,31483,.7179412841796875,112946,-.1033220291137695,337554,1526485,-.1418590545654297,3389318,.1371498107910156,30268,-.9754295349121094,158364,.8854598999023438,214812,54459,.5796890258789063,33610,207464,.1962690353393555,77525,4163714,.2278337478637695,459294,8287843,-.8440179824829102,583696,4823109,412396,.0362987518310547,85812,.0719213485717773,157458,.3300027847290039,881677,.1063919067382813,105296,488823,.5387325286865234,6351935,1454593,.0552740097045898,109673,.2650928497314453,3442,-.0687599182128906,582059,-.3076791763305664,92164,.4240055084228516,2037820,3.141152381896973,matched (3),3127341.3,.79859376,1421871.3,2986757.8
201606,840290,677,3787,4053311,06,0,0,0,0,1,0,0,0,0,0,0,101634,.4958744049072266,45354,.5939044952392578,51914,.0431413650512695,525102,.1517238616943359,4041665,1198236,.8581066131591797,3094,-3.083462715148926,13042,-.6668100357055664,436907,-.2427968978881836,1404092,-.0387306213378906,6028584,.0809459686279297,2249326,-.2547454833984375,33729,-.4282979965209961,240396,.2597560882568359,188204,.2490682601928711,447500,1185186,.7241573333740234,298207,.4896030426025391,10150,.4507617950439453,235252,36549,.1492061614990234,113796,.0074968338012695,246903,1670393,.0900907516479492,5436127,.472437858581543,58351,.6563854217529297,118435,-.290532112121582,161728,66060,.193115234375,14339,220887,.0626935958862305,212435,3116372,-.2897377014160156,478451,10640130,.249842643737793,633444,537228,496649,.1858997344970703,83150,-.0315122604370117,85983,-.6050090789794922,346698,-.9333715438842773,374906,582272,.1749372482299805,4861036,1603215,.0972843170166016,90768,-.1891965866088867,4707,.3129978179931641,584455,.0041074752807617,101516,.0966463088989258,548514,-1.312423706054688,matched (3),5277280.5,.79859376,1783349.6,3174797.8
201607,840290,678,3787,11867102,07,0,0,0,0,0,1,0,0,0,0,0,8362,-2.4976806640625,94352,.7325344085693359,115376,.7986078262329102,287119,-.6036958694458008,13666711,1781093,.3963766098022461,81699,3.273576736450195,25716,.6789388656616211,208451,-.740015983581543,1405632,.0010957717895508,6055320,.004425048828125,2458162,.0887832641601563,34329,.0176324844360352,113718,-.7485666275024414,149656,-.22918701171875,427116,842467,-.3413209915161133,322442,.0781354904174805,7037,-.3662919998168945,333671,25523,-.3590736389160156,77927,-.3786344528198242,178542,1537791,-.0827121734619141,2709880,-.696162223815918,165910,1.044968605041504,113693,-.0408620834350586,2541797,43644,-.4144983291625977,14,187255,-.1651802062988281,221235,3619000,.1495285034179688,319383,10856644,.0201435089111328,403840,3324202,361894,-.3165321350097656,46132,-.5891389846801758,134440,.4469680786132813,674150,.6649990081787109,9222,577084,-.0089492797851563,5168323,1201999,-.28802490234375,118382,.2656097412109375,5778,.2050065994262695,629035,.0735073089599609,78238,-.2604608535766602,3964169,1.977839469909668,matched (3),10232416,.79859376,1321122.9,2940131
201608,840290,679,3787,516046,08,0,0,0,0,0,0,1,0,0,0,0,107767,2.556273460388184,51026,-.6146974563598633,121274,.0498561859130859,434768,.4149160385131836,1447364,408552,-1.472362518310547,13748,-1.782148361206055,15747,-.4904642105102539,856235,1.412840843200684,58305,-3.182554244995117,5320011,-.1294612884521484,1963080,-.2248992919921875,7127,-1.572099685668945,88170,-.2544546127319336,55105,-.9990987777709961,466436,554424,-.4184045791625977,234384,-.3189620971679688,5131,-.3158817291259766,210719,6427,-1.379072189331055,73736,-.0552816390991211,84847,752475,-.7147340774536133,874055,-1.131516456604004,53308,-1.135358810424805,91812,-.2137594223022461,353834,13600,-1.165995597839356,13650,157248,-.174647331237793,65174,2269874,-.4664735794067383,181059,8519726,-.2423925399780273,119481,75896,445073,.2068872451782227,43173,-.0662918090820313,86634,-.4394254684448242,909995,.2999858856201172,207522,508620,-.126286506652832,3437198,1172668,-.0247039794921875,34811,-1.223983764648438,5283,-.0895633697509766,479620,-.2711925506591797,39500,-.6834545135498047,1514,-7.870296955108643,matched (3),1561861,.79859376,1303645.4,2932319
201609,840290,680,3787,8438612,09,0,0,0,0,0,0,0,1,0,0,0,45998,-.8513736724853516,102167,.6942729949951172,137048,.122279167175293,455115,.0457372665405273,4729238,1693554,1.421964645385742,63082,1.523542404174805,16509,.0472564697265625,1018954,.1739873886108398,1445760,3.210702896118164,5866098,.0977144241333008,2510704,.2460479736328125,28410,1.382850646972656,170021,.6566553115844727,59790,.0815973281860352,588498,981607,.5712614059448242,189405,-.21307373046875,9320,.59686279296875,1112246,39223,1.808755874633789,168584,.8269433975219727,152916,1939073,.9465970993041992,6556297,2.015037536621094,52888,-.0079097747802734,112286,.2013063430786133,248410,52639,1.353387832641602,20847,209890,.2887601852416992,103992,3381127,.3984851837158203,231952,11115191,.2659292221069336,233559,3448107,556373,.223200798034668,75270,.5558662414550781,121739,.3401870727539063,918960,.0098037719726563,136667,523499,.0288333892822266,7713631,1474925,.2293252944946289,260655,2.013264656066895,6182,.1571474075317383,2754304,1.747925758361816,50372,.2431344985961914,2083492,7.22704553604126,matched (3),7307636,.79859376,1234515.1,2902246
201610,840290,681,3787,4635277,10,0,0,0,0,0,0,0,0,1,0,0,61699,.2936697006225586,39060,-.9615097045898438,76673,-.5807819366455078,601671,.2791614532470703,2160801,818486,-.7271280288696289,9759,-1.866245269775391,29485,.5799751281738281,1005743,-.0130500793457031,721375,-.6952314376831055,4719376,-.2175130844116211,1967028,-.2440395355224609,15197,-.6256437301635742,143392,-.1703395843505859,104835,.561549186706543,550003,331936,-1.084249496459961,177620,-.0642414093017578,7908,-.1642885208129883,230094,4661,-2.130033493041992,124852,-.3003053665161133,238429,898121,-.7696599960327148,2032150,-1.171331405639648,21198,-.9142694473266602,94005,-.1777009963989258,95440,38544,-.3116569519042969,7225,209190,-.0033407211303711,72982,2442191,-.3253135681152344,278506,5565971,-.6916418075561523,124891,526598,381004,-.3786296844482422,45685,-.4993114471435547,98233,-.2145376205444336,646656,-.3514280319213867,34979,461119,-.1268787384033203,4039968,1090414,-.3020496368408203,172963,-.4101200103759766,4987,-.2148065567016602,2230764,-.210820198059082,46584,-.0781784057617188,60329,-3.541987419128418,matched (3),5910722.5,.79859376,1184788.6,2881445.5
201611,840290,682,3787,22746768,11,0,0,0,0,0,0,0,0,0,1,0,78830,.2450265884399414,38548,-.0131940841674805,72933,-.0500087738037109,568499,-.0567121505737305,3156418,1747048,.7582263946533203,78132,2.080209732055664,11791,-.9165449142456055,1111285,.0997896194458008,724860,.0048189163208008,5601621,.1713790893554688,2024491,.0287952423095703,21739,.3580102920532227,161234,.117274284362793,150945,.3645286560058594,583923,747816,.8122148513793945,188347,.0586395263671875,8452,.0665283203125,302903,30564,1.880593299865723,87222,-.3586721420288086,381652,1048383,.1546993255615234,1871949,-.0821142196655273,57124,.9913177490234375,135486,.3655204772949219,208054,179045,1.535836219787598,48148,260100,.2178230285644531,115593,2515379,.0295276641845703,514446,31074944,1.719731330871582,179920,2170254,587424,.4329376220703125,54424,.1750345230102539,160933,.4936466217041016,1144779,.5711517333984375,128757,618835,.2941827774047852,5206596,1269438,.1520166397094727,182647,.0544776916503906,6027,.1894140243530273,468591,-1.560369491577148,235099,1.618749618530273,40732,-.3927993774414063,matched (3),21060674,.79859376,2135536.8,3385191.5
201612,840290,683,3787,14026498,12,0,0,0,0,0,0,0,0,0,0,1,400629,1.625741958618164,23355,-.501093864440918,81909,.1160678863525391,252837,-.8102540969848633,2128606,1135959,-.430450439453125,38127,-.7174768447875977,15924,.3004913330078125,934625,-.173126220703125,86768,-2.122739791870117,4458926,-.2281484603881836,1596839,-.2372922897338867,80483,1.308938026428223,89935,-.5837697982788086,245634,.4869270324707031,536124,456279,-.4940519332885742,180710,-.0413923263549805,5120,-.5012483596801758,197200,7953,-1.346274375915527,34918,-.9154539108276367,252879,2337983,.8020391464233398,1806183,-.0357646942138672,16006,-1.272260665893555,113909,-.1734685897827148,163756,31564,-1.73561954498291,7524,213132,-.1991548538208008,191176,4096141,.4876213073730469,446742,25159676,-.2111606597900391,159816,2551758,339689,-.5477170944213867,48459,-.1160869598388672,31214,-1.640121459960938,823540,-.3293542861938477,25525,558464,-.1026487350463867,6516335,1068928,-.1719179153442383,104722,-.5562458038330078,4368,-.3219442367553711,404469,-.1471548080444336,66939,-1.256224632263184,35752,-.1304073333740234,matched (3),11941378,.79859376,1595755.5,3073343.5
201701,840290,684,3787,25145968,01,0,0,0,0,0,0,0,0,0,0,0,52560,-2.03108024597168,89521,1.343662261962891,102739,.2265834808349609,481088,.6433048248291016,5965942,2971000,.9614219665527344,1008,-3.632955074310303,14715,-.0789604187011719,984202,.0516853332519531,1337676,2.735450744628906,7632323,.5374851226806641,2241042,.3389148712158203,24917,-1.172495841979981,65981,-.3097200393676758,242305,-.013646125793457,406606,566123,.2157068252563477,289167,.4701108932495117,10035,.6729240417480469,238478,15058,.6383609771728516,57698,.5022192001342773,282032,1125038,-.731471061706543,1546991,-.1549034118652344,33438,.7367286682128906,165348,.3726520538330078,158560,23557,-.2925939559936523,16644,290413,.3093929290771484,56600,1925499,-.7548599243164063,1041446,10468472,-.8768730163574219,133286,4677971,596236,.5626068115234375,60561,.2229328155517578,205705,1.885576248168945,1131647,.3178167343139648,63850,429002,-.263728141784668,6333240,1185389,.1034145355224609,132284,.2336416244506836,4547,.0401630401611328,624437,.4342746734619141,130663,.6688394546508789,752115,3.046282768249512,matched (3),18370974,.79859376,1684063.9,3120108.3
201702,840290,685,3787,5377854,02,1,0,0,0,0,0,0,0,0,0,0,37858,-.3281135559082031,56899,-.4531955718994141,129333,.2301979064941406,645335,.2937192916870117,10675737,1677281,-.5717248916625977,69666,4.235743999481201,8150,-.5908489227294922,449560,-.7835617065429688,1820108,.3079624176025391,7177638,-.0614223480224609,2003710,-.1119403839111328,23072,-.076930046081543,86051,.2655735015869141,245794,.0142965316772461,281987,459978,-.2076330184936523,321993,.1075258255004883,8798,-.1315536499023438,154316,17110,.1277532577514648,30137,-.6494684219360352,90045,2601389,.8382282257080078,2516845,.4866943359375,61648,.6117477416992188,135553,-.1986894607543945,143120,56463,.8741617202758789,19941,177909,-.4900321960449219,28609,1637432,-.1620559692382813,407578,16737231,.4692668914794922,62021,4176862,522197,-.1325922012329102,40947,-.3913717269897461,219405,.0644760131835938,1061093,-.0643739700317383,33762,577344,.2969760894775391,4952773,1486866,.2265996932983398,79996,-.5029745101928711,4216,-.0755805969238281,785388,.2293281555175781,94215,-.3270416259765625,2453338,1.182315826416016,matched (3),5043402.5,.79859376,1594191.9,3072531.8
201703,840290,686,3787,3867928,03,0,1,0,0,0,0,0,0,0,0,0,104101,1.011519432067871,37252,-.4235715866088867,97646,-.281041145324707,563143,-.136235237121582,4335721,406638,-1.41700553894043,6527,-2.367764472961426,23994,1.079785346984863,681583,.4161491394042969,514857,-1.262762069702148,7779234,.0804872512817383,2317616,.145538330078125,6803,-1.221256256103516,115041,.2903480529785156,262014,.0639047622680664,398364,376783,-.1995086669921875,404485,.2280845642089844,7136,-.2093725204467773,274002,23548,.3193778991699219,45508,.4121341705322266,240060,3132868,.1859035491943359,1785922,-.3430709838867188,130080,.746708869934082,119927,-.1224794387817383,214672,48921,-.1433782577514648,25162,319921,.5868015289306641,45177,5033763,1.123039245605469,939127,14609326,-.1359748840332031,81497,2983567,555747,.0622682571411133,74041,.5923404693603516,18591,-2.468241691589356,964666,-.0952730178833008,67609,397966,-.3720712661743164,5403859,1676171,.1198415756225586,218486,1.004745483398438,3244,-.262080192565918,329556,-.8684320449829102,70536,-.2894563674926758,98160,-3.218605995178223,matched (3),5844547.5,.79859376,1337083.5,2947337.3
201704,840290,687,3787,15900435,04,0,0,1,0,0,0,0,0,0,0,0,104187,.0008258819580078,18045,-.7248373031616211,114952,.1631660461425781,805118,.3574552536010742,11942429,491327,.1891860961914063,56046,2.150225639343262,16395,-.3808269500732422,606053,-.1174507141113281,775535,.4096641540527344,8342527,.0699081420898438,2645202,.1322078704833984,43417,1.853487014770508,178722,.4405431747436523,201023,-.2649784088134766,531703,773329,.7190351486206055,276647,-.3798723220825195,10202,.3574314117431641,474324,3525,-1.899160385131836,110696,.8888998031616211,442301,1538877,-.7108955383300781,3883113,.7767019271850586,212552,.4910373687744141,927697,2.045822143554688,604902,22398,-.7812356948852539,57712,283768,-.1199169158935547,47794,2556806,-.6774091720581055,414450,25846270,.5705051422119141,217995,1340452,450347,-.2102947235107422,62353,-.1718072891235352,133244,1.969504356384277,1458701,.4135198593139648,36282,546526,.3172149658203125,6377294,1808388,.0759239196777344,165530,-.2775697708129883,4762,.3838605880737305,560190,.5305299758911133,179520,.9341630935668945,3482096,3.568790435791016,matched (3),14648648,.79859376,2425781,3575390.8
201705,840290,688,3787,4409223,05,0,0,0,1,0,0,0,0,0,0,0,84324,-.2115211486816406,39531,.7842168807983398,57603,-.6909408569335938,532687,-.413055419921875,5178292,2836028,1.753049850463867,83209,.3951826095581055,6335,-.9508867263793945,313798,-.6582183837890625,3186139,1.41301155090332,12157379,.3765697479248047,3170589,.1811704635620117,15220,-1.048240661621094,174786,-.0222692489624023,196673,-.0218772888183594,340752,263054,-1.07834529876709,203682,-.3061819076538086,7493,-.3086147308349609,259293,3503,-.006260871887207,185997,.5189428329467773,454863,2562395,.5098886489868164,3472623,-.1117267608642578,53749,-1.374861717224121,212763,-1.472526550292969,162216,10301,-.7767305374145508,27467,204990,-.3251953125,124983,1406176,-.5978851318359375,907151,8178657,-1.150637626647949,270712,1000504,389030,-.1463623046875,78015,.2240886688232422,153705,.142852783203125,915897,-.465397834777832,16986,325948,-.5168437957763672,4606742,1595378,-.1253252029418945,164132,-.0084810256958008,2650,-.5861082077026367,804433,.3618612289428711,182816,.0181941986083984,1897697,-.6069927215576172,matched (3),3532117,.79859376,1561505.6,3055700.3
201706,840290,689,3787,14700831,06,0,0,0,0,1,0,0,0,0,0,0,111481,.2791881561279297,52730,.2880992889404297,130556,.8182277679443359,632911,.1723957061767578,2795902,3267772,.1417036056518555,53565,-.440460205078125,18646,1.07954216003418,2209611,1.951822280883789,301308,-2.358431816101074,8648376,-.3405637741088867,4586829,.3692712783813477,36760,.881800651550293,140062,-.2214775085449219,202020,.0268239974975586,673884,560189,.7559146881103516,267008,.2707185745239258,8656,.1442832946777344,514456,33752,2.265419960021973,118358,-.4520168304443359,315550,2780417,.0816593170166016,4383009,.2328252792358398,70703,.2741632461547852,135640,-.4501743316650391,1339411,14750,.3590021133422852,20496,263576,.2513799667358398,146886,2507470,.5784006118774414,579010,9540762,.1540441513061523,140001,1254307,579177,.3979520797729492,56372,-.3249282836914063,197281,.2495946884155273,789364,-.1486759185791016,26164,372276,.1328973770141602,5780885,2224074,.3322296142578125,406738,.9074974060058594,3557,.2943582534790039,683212,-.1633319854736328,114260,-.4700040817260742,2356888,.216700553894043,matched (3),9707827,.79859376,1151980.1,2868111.3
201707,840290,690,3787,3696217,07,0,0,0,0,0,1,0,0,0,0,0,77397,-.3649063110351563,42738,-.2100963592529297,19451,-1.903903007507324,303559,-.7347536087036133,2736155,1388155,-.8561325073242188,14541,-1.303923606872559,16705,-.10992431640625,933212,-.8619394302368164,146280,-.7226104736328125,8128236,-.0620279312133789,1301699,-1.259518623352051,10932,-1.212716102600098,157665,.1183872222900391,152594,-.2805852890014648,327308,1293225,.8366203308105469,230529,-.1469020843505859,14128,.4899063110351563,281342,6644,-1.625325202941895,110637,-.0674591064453125,257715,2387983,-.1521520614624023,1194733,-1.299813270568848,36455,-.662409782409668,197470,.3755826950073242,181642,7274,-.7069368362426758,20963,194778,-.3024806976318359,44334,2466283,-.0165624618530273,657685,8634773,-.0997753143310547,254957,7659949,389312,-.3972272872924805,49634,-.1272964477539063,112386,-.5626897811889648,912188,.144618034362793,38929,445164,.178807258605957,6728463,1463797,-.4183063507080078,202992,-.695002555847168,2504,-.3510279655456543,294936,-.8400468826293945,106031,-.0747451782226563,75993,-3.434455871582031,matched (3),6502511,.79859376,1803551.6,3186189.3
201708,840290,691,3787,581463,08,0,0,0,0,0,0,1,0,0,0,0,76241,-.0150489807128906,49644,.1497888565063477,127665,1.881510734558106,480603,.4594659805297852,1566819,1280848,-.0804529190063477,15346,.0538825988769531,16311,-.0238676071166992,914017,-.0207834243774414,768907,1.659446716308594,5865323,-.3262863159179688,2144100,.4990501403808594,37641,1.236399650573731,155036,-.016815185546875,128234,-.173924446105957,429365,662993,-.6681299209594727,247611,.0714817047119141,10425,-.3039522171020508,228678,19128,1.057438850402832,126976,.1377439498901367,303136,1359751,-.5631475448608398,5889230,1.595202445983887,40074,.0946493148803711,96794,-.7130022048950195,59534,25674,1.261173248291016,41959,231217,.1714963912963867,103886,3400252,.3211374282836914,453003,9782009,.1247482299804688,190694,845961,586998,.4106407165527344,91618,.6129512786865234,149816,.2874679565429688,418935,-.7781305313110352,17022,629146,.3459205627441406,3710945,1735768,.1704158782958984,93906,-.7708721160888672,6351,.930722713470459,396560,.2960691452026367,149837,.3458166122436523,2241321,3.38417911529541,matched (3),5049049,.79859376,1259032.9,2912759.5
