period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1161c440,growth1161c440,Y1219c826,growth1219c826,Y1233c757,growth1233c757,Y1262c616,growth1262c616,Y1273c246,growth1273c246,Y1403c218,Y1549c792,growth1549c792,Y1602c642,Y1640c372,growth1640c372,Y1663c218,Y1772c246,growth1772c246,Y1854c484,growth1854c484,Y1896c484,growth1896c484,Y1906c826,growth1906c826,Y1925c124,growth1925c124,Y2051c352,growth2051c352,Y2148c268,growth2148c268,Y2228c616,growth2228c616,Y2320c300,growth2320c300,Y2422c300,growth2422c300,Y2582c752,growth2582c752,Y2885c191,growth2885c191,Y2916c208,growth2916c208,Y2947c440,growth2947c440,Y3037c807,Y3078c642,Y3157c826,growth3157c826,Y3166c826,growth3166c826,Y3257c705,growth3257c705,Y3287c124,growth3287c124,Y3345c484,growth3345c484,Y3417c608,Y3689c233,Y3693c268,growth3693c268,Y3717c586,growth3717c586,Y3773c222,growth3773c222,Y4272c68,growth4272c68,Y4379c124,growth4379c124,Y4496c372,growth4496c372,Y4510c428,growth4510c428,Y4837c222,growth4837c222,Y4953c616,growth4953c616,Y4970c792,growth4970c792,Y4992c484,growth4992c484,Y544c124,growth544c124,Y556c246,growth556c246,Y716c752,growth716c752,Y740c124,growth740c124,Y971c218,Y982c376,_merge,x,r2,s,sf
201708,722860,691,3373,156492,08,0,0,0,0,0,0,1,0,0,0,0,168999,.6594438552856445,3266219,.2415828704833984,30797,.1438779830932617,1309662,.1170530319213867,468476,.459284782409668,558925,124494,-.1197032928466797,346968,18723120,-.1189098358154297,6816624,1985040,.1660604476928711,3149052,.1197471618652344,250932,.3165655136108398,11806137,.1215591430664063,10532,1.177919387817383,43228,.1236534118652344,11290,3.153728485107422,1491354,.66796875,28174,-.6230802536010742,14492,.3132143020629883,1453944,.3621091842651367,101931,1.310036659240723,110621,.0565109252929688,557,.1529545783996582,44238,7530,3992736,.3434534072875977,73671584,.4896202087402344,2396420,.0256376266479492,385592,.4042072296142578,4825534,.2916135787963867,495493,12131,10325,-.1741361618041992,67608,-.0949764251708984,788688,-.1510400772094727,96067,.0850648880004883,1136497,-.0925378799438477,72556,-.0327692031860352,160070,-.0143957138061523,40483,-.5782384872436523,4961187,.0782175064086914,214252,-.6777172088623047,2449052,.1326417922973633,548807,.1674308776855469,43478,.2864103317260742,1867290,.410365104675293,702215,-.085357666015625,58768,148000,matched (3),230633.86,.90138924,101300.14,218404.63
201709,722860,692,3373,222806,09,0,0,0,0,0,0,0,1,0,0,0,173036,.0236063003540039,3292609,.0080471038818359,73308,.8672523498535156,1289201,-.0157461166381836,718152,.4271965026855469,439341,271156,.7784366607666016,519423,22809630,.1974239349365234,5529047,1769771,-.1147880554199219,2919316,-.0757522583007813,53035,-1.554230690002441,11271351,-.046356201171875,23723,.8120269775390625,47453,.0932512283325195,7583,-.3980083465576172,1724467,.1452341079711914,114833,1.40507984161377,18746,.2573833465576172,912783,-.4655370712280273,26841,-1.334364891052246,8601,-2.554230690002441,342,-.4877543449401856,41483,29721,3532228,-.1225481033325195,105427480,.3584060668945313,2992118,.2220058441162109,303279,-.2401266098022461,5467532,.1249055862426758,222953,9513,9833,-.0488243103027344,51130,-.2793550491333008,800102,.014369010925293,92973,-.0327367782592773,1116285,-.0179443359375,126800,.5582523345947266,123711,-.2576637268066406,15597,-.9538040161132813,8698511,.5615072250366211,173269,-.2123079299926758,2337922,-.0464382171630859,405712,-.3021030426025391,75371,.5501670837402344,1034004,-.5910491943359375,622126,-.1210975646972656,69507,228000,matched (3),415240,.90138924,79933.75,209352.02
201710,722860,693,3373,354302,10,0,0,0,0,0,0,0,0,1,0,0,194008,.1143999099731445,3625348,.0962705612182617,193041,.9682331085205078,1810240,.3394365310668945,569095,-.2326345443725586,882267,439658,.4833030700683594,948507,29587836,.2601795196533203,8975288,1835204,.0363054275512695,3318377,.1281261444091797,326059,1.816126823425293,13057050,.147064208984375,49431,.7341327667236328,105813,.8019332885742188,55713,1.994304656982422,1603217,-.0729055404663086,208389,.5959272384643555,33769,.5885629653930664,939432,.0287771224975586,93739,1.250583648681641,87894,2.324253082275391,1044,1.11600399017334,32422,161748,3686085,.0426359176635742,55063164,-.6495418548583984,3022969,.0102577209472656,341346,.1182432174682617,5628728,.0290565490722656,472840,23040,18037,.6066808700561523,76803,.4068717956542969,1091188,.3102827072143555,84210,-.0989952087402344,1606918,.3643112182617188,139337,.0942840576171875,253029,.7155561447143555,19094,.2022953033447266,4560872,-.6456384658813477,226196,.2665567398071289,3041579,.2631139755249023,418899,.0319862365722656,52631,-.3591175079345703,1394292,.2989482879638672,918842,.3899717330932617,89492,285000,matched (3),410246.41,.90138924,115342.23,225261.39
201711,722860,694,3373,315315,11,0,0,0,0,0,0,0,0,0,1,0,174420,-.1064329147338867,3655960,.0084075927734375,160644,-.1837120056152344,550658,-1.19010066986084,414773,-.3163156509399414,493613,250683,-.5618076324462891,1275594,25593164,-.1450366973876953,6310376,1775903,-.0328474044799805,2915865,-.1293087005615234,173627,-.6301689147949219,12291139,-.0604496002197266,16893,-1.073678970336914,44954,-.8560333251953125,2219,-3.223156929016113,1645365,.0259494781494141,191935,-.082249641418457,76072,.8121366500854492,902982,-.0395727157592773,69632,-.2972908020019531,118176,.2960433959960938,4916,1.549436092376709,13150,41904,3468534,-.0608329772949219,91024656,.5026493072509766,3129544,.0346479415893555,170473,-.6943197250366211,4314650,-.2658672332763672,535557,6181,15160,-.1737651824951172,75251,-.0204143524169922,1460316,.2913856506347656,159010,.6356534957885742,972671,-.5020275115966797,37123,-1.322658538818359,171547,-.3886470794677734,125773,1.885105133056641,4749427,.0405101776123047,190471,-.1719017028808594,2328720,-.2670574188232422,416009,-.006922721862793,116944,.7983903884887695,2193569,.4531431198120117,1086192,.1673192977905273,63452,263000,matched (3),501180.19,.90138924,96739.703,216327.14
201712,722860,695,3373,182957,12,0,0,0,0,0,0,0,0,0,0,1,10725,-2.788888931274414,2783896,-.2725067138671875,25180,-1.853140830993652,1351033,.8975105285644531,255653,-.4839105606079102,521061,170051,-.3880910873413086,806261,21096650,-.1932125091552734,4463972,1581252,-.1160917282104492,3154101,.0785369873046875,127888,-.3057546615600586,11585670,-.0591087341308594,13166,-.2492618560791016,33443,-.2957973480224609,7045,1.155261039733887,1505433,-.0888814926147461,98539,-.6667041778564453,16444,-1.531719207763672,782389,-.1433506011962891,82934,.1748208999633789,95801,-.2099018096923828,1036,-1.557128429412842,76037,14752,3401928,-.0193891525268555,36436792,-.9155521392822266,2639036,-.1704740524291992,252267,.3919105529785156,3959884,-.0858011245727539,926723,27369,8242,-.6094169616699219,48106,-.4474220275878906,721429,-.705174446105957,103796,-.4265403747558594,900697,-.0768766403198242,147325,1.37840461730957,129021,-.284881591796875,109199,-.1413068771362305,4554491,-.0419101715087891,148272,-.2504510879516602,1947259,-.1788959503173828,513306,.2101650238037109,42075,-1.022241592407227,1051481,-.7353305816650391,695036,-.4464693069458008,104658,212000,matched (3),57090.867,.90138924,100494.8,218032.25
201801,722860,696,3373,295332,01,0,0,0,0,0,0,0,0,0,0,0,88935,2.115328788757324,3635732,.2669591903686523,106169,1.438982009887695,1868045,.3240232467651367,194885,-.2714109420776367,587793,290254,.5346574783325195,1283531,22389174,.0594635009765625,7027277,2444790,.4357423782348633,3255358,.0315980911254883,153892,.1850957870483398,12818321,.1011066436767578,26648,.7050771713256836,43116,.2540512084960938,1117,-1.841671466827393,1944606,.2559785842895508,90962,-.0800113677978516,14760,-.1080398559570313,1209658,.4357404708862305,44957,-.6123380661010742,30832,-1.133720397949219,5110,1.595832347869873,86244,18058,3084296,-.0980186462402344,108976904,1.095558166503906,3349149,.2382926940917969,314606,.2208337783813477,4678104,.1666774749755859,1112271,27012,5544,-.3965263366699219,61243,.2414426803588867,599356,-.1853780746459961,257792,.9097261428833008,924954,.0265750885009766,79374,-.6184701919555664,215274,.5119361877441406,24994,-1.474535942077637,6734276,.3910970687866211,300442,.7062063217163086,2391471,.2054853439331055,364998,-.3409805297851563,40391,-.0408468246459961,2198350,.7375078201293945,821042,.1666107177734375,101647,248000,matched (3),436556.94,.90138924,89103.625,213021.88
201802,722860,697,3373,293708,02,1,0,0,0,0,0,0,0,0,0,0,189459,.7562665939331055,2555896,-.3524074554443359,61725,-.5423431396484375,2011285,.0738811492919922,637842,1.185680389404297,454268,287023,-.0111932754516602,622633,23723360,.0578823089599609,6533608,1976535,-.2126140594482422,2903749,-.1142988204956055,110410,-.3320503234863281,10109468,-.2374038696289063,21751,-.2030544281005859,69797,.4816970825195313,1321,.1677427291870117,1927082,-.0090522766113281,87785,-.0355510711669922,44694,1.107918739318848,754720,-.471745491027832,42516,-.0558261871337891,13645,-.8151798248291016,2998,-.5332536697387695,53714,23894,2370914,-.2630481719970703,59851860,-.5992641448974609,3104450,-.0758695602416992,232676,-.3016748428344727,4716027,.0080738067626953,1050208,10761,13779,.9104290008544922,47113,-.2623004913330078,902379,.4091787338256836,81650,-1.149711608886719,856989,-.0763187408447266,48250,-.4977750778198242,125690,-.5380926132202148,111275,1.493368148803711,8644232,.2496814727783203,237196,-.2363681793212891,2089696,-.1348896026611328,188213,-.6623172760009766,34674,-.1526165008544922,1253146,-.5620498657226563,1004798,.2019672393798828,19762,254000,matched (3),273606.28,.90138924,78133.539,208671.3
201803,722860,698,3373,163030,03,0,1,0,0,0,0,0,0,0,0,0,95968,-.6801576614379883,2753357,.0744171142578125,72270,.1577205657958984,2869513,.3553686141967773,420828,-.4158658981323242,823843,318070,.1027088165283203,425142,15337265,-.4361743927001953,6524028,1631922,-.1915864944458008,3320586,.1341381072998047,210365,.6446437835693359,10998788,.0843124389648438,20204,-.0737791061401367,25185,-1.019342422485352,1042,-.2372469902038574,1702759,-.1237573623657227,207328,.8594121932983398,36783,-.1948041915893555,791707,.0478439331054688,36135,-.1626186370849609,16770,.2062177658081055,37812,2.534680366516113,20737,12682,3658987,.4339103698730469,77310728,.2559604644775391,3790049,.1995420455932617,282452,.1938619613647461,4691413,-.0052328109741211,398860,7954,10528,-.2691068649291992,40964,-.1398553848266602,1161717,.252619743347168,114984,.342350959777832,776319,-.0988616943359375,157212,1.181199073791504,212480,.525029182434082,81311,-.3137226104736328,7766293,-.1070985794067383,325759,.3172712326049805,1737738,-.1844348907470703,83238,-.8158702850341797,139419,1.39149284362793,1589364,.2376766204833984,1077172,.0695524215698242,144993,992000,matched (3),-92173.695,.90138924,97264.227,216562.22
201804,722860,699,3373,69784,04,0,0,1,0,0,0,0,0,0,0,0,110239,.1386356353759766,2619968,-.0496587753295898,152722,.7482099533081055,2372833,-.1900577545166016,532234,.234858512878418,457040,149164,-.7572250366210938,301017,23881894,.4428348541259766,5710088,1528737,-.0653171539306641,3617345,.0855989456176758,159920,-.2741708755493164,9430210,-.1538658142089844,26359,.2659292221069336,39723,.4556818008422852,2791,.9852581024169922,1222486,-.3313627243041992,107025,-.6612396240234375,5085,-1.978740692138672,898417,.1264429092407227,14918,-.8846931457519531,6261,-.9852514266967773,231,-5.097963809967041,17314,17061,4048339,.1011209487915039,60898372,-.2386264801025391,3209341,-.1663131713867188,150310,-.6308088302612305,6028464,.250758171081543,304944,6952,1691,-1.828718662261963,23930,-.5375604629516602,1136209,-.0222015380859375,102223,-.1176357269287109,722890,-.0713062286376953,74763,-.7432718276977539,142435,-.3999624252319336,27533,-1.082896232604981,5915234,-.2722625732421875,217400,-.4044189453125,2103774,.1911487579345703,293621,1.260585784912109,39581,-1.259134292602539,1486631,-.0668220520019531,981392,-.0931224822998047,38144,234000,matched (3),223158.78,.90138924,146158.22,242489.34
201805,722860,700,3373,140808,05,0,0,0,1,0,0,0,0,0,0,0,21389,-1.639774322509766,2907369,.1040868759155273,132360,-.1430940628051758,1824243,-.2629194259643555,532441,.0003890991210938,673928,183351,.2063560485839844,380704,17166636,-.3301525115966797,10643106,1781153,.1528196334838867,3561709,-.0155000686645508,280535,.5620250701904297,10681417,.1245861053466797,18227,-.3689060211181641,43472,.0901870727539063,27005,2.269621849060059,1681767,.3189582824707031,149821,.3363780975341797,42040,2.112326622009277,640968,-.3376541137695313,22986,.432316780090332,9441,.4107217788696289,833,1.282616138458252,60869,17931,3996836,-.0128040313720703,66932464,.0944786071777344,3805107,.1702785491943359,429447,1.049798965454102,5532273,-.0858926773071289,590728,19259,14354,2.138708591461182,85360,1.271744728088379,998214,-.1294851303100586,144541,.3464059829711914,2146329,1.0882568359375,115366,.4337863922119141,158291,.1055498123168945,95674,1.245561599731445,6205813,.0479555130004883,460232,.7499914169311523,2509156,.1762142181396484,317467,.0780839920043945,40792,.0301370620727539,2301410,.4370098114013672,1098537,.112762451171875,143843,506000,matched (3),270709.41,.90138924,137221.72,237210.16
201806,722860,701,3373,67526,06,0,0,0,0,1,0,0,0,0,0,0,5047,-1.444082260131836,2508458,-.1475801467895508,45076,-1.077175140380859,2012522,.0982236862182617,482919,-.0976228713989258,422538,171929,-.0643205642700195,381983,19973156,.1514225006103516,4083989,1473540,-.1895933151245117,3212528,-.1031818389892578,84400,-1.201130867004395,9911189,-.0748405456542969,17017,-.0686912536621094,50101,.1419239044189453,18458,-.380523681640625,1449402,-.1486940383911133,134713,-.1062946319580078,12506,-1.212412834167481,697427,.0844182968139648,8504,-.9943485260009766,3091,-1.11656665802002,305,-1.004722118377686,31246,19634,2745348,-.3755950927734375,65911336,-.0153751373291016,2942576,-.2570581436157227,497980,.1480607986450195,5138655,-.0738077163696289,464361,9316,16168,.1190052032470703,30839,-1.018097877502441,529057,-.6348714828491211,88899,-.4860620498657227,1229842,-.5568733215332031,51466,-.8071880340576172,145778,-.0823507308959961,22630,-1.441670417785645,7560412,.1974391937255859,219338,-.7411165237426758,1721997,-.3764619827270508,135725,-.8497428894042969,39479,-.0327177047729492,1364862,-.5224685668945313,767640,-.3584136962890625,50954,350000,matched (3),-211686.89,.90138924,120735.62,228070.05
201807,722860,702,3373,171136,07,0,0,0,0,0,1,0,0,0,0,0,98857,2.974880218505859,1862530,-.2977323532104492,53368,.1688613891601563,2222133,.0990791320800781,529204,.0915250778198242,461501,59406,-1.062686920166016,382582,29127320,.3772869110107422,9516327,1742556,.1676855087280273,3614567,.1179141998291016,332963,1.372464179992676,11235548,.1254177093505859,22298,.2702836990356445,94985,.6396780014038086,1150,-2.775736331939697,960733,-.4112100601196289,299479,.7988977432250977,19889,.463958740234375,1394526,.6929121017456055,12239,.3640909194946289,34403,2.409648895263672,19262,4.145577907562256,67127,39942,3305742,.1857528686523438,43828400,-.4080276489257813,3401174,.1448345184326172,151526,-1.189802169799805,5713765,.1060867309570313,741891,11031,7396,-.7820949554443359,62461,.7057619094848633,1013904,.6504678726196289,133833,.4090919494628906,1329516,.0779294967651367,90647,.5660514831542969,174846,.1818208694458008,70131,1.131088256835938,6672275,-.124964714050293,318010,.3714685440063477,2562542,.3975152969360352,290725,.7617473602294922,102022,.9494199752807617,1378995,.0103015899658203,950894,.2140817642211914,68991,468000,matched (3),-206862.97,.90138924,168252.34,256413.17
201808,722860,703,3373,113659,08,0,0,0,0,0,0,1,0,0,0,0,23750,-1.426092147827148,2491077,.2907791137695313,122716,.8326616287231445,2276894,.0243444442749023,579154,.0901937484741211,319899,141469,.8676853179931641,640423,24242364,-.1835746765136719,4950417,2065680,.1701059341430664,4084557,.1222410202026367,197297,-.5233211517333984,11523457,.0253028869628906,31183,.3353767395019531,73328,-.2587766647338867,22569,2.976815700531006,1786084,.6200847625732422,172804,-.5498857498168945,4874,-1.406251907348633,1550278,.1058788299560547,57333,1.544248580932617,86505,.92205810546875,428,-3.806766510009766,27885,11759,2358816,-.3375005722045898,71742296,.4927978515625,2042638,-.5098781585693359,166126,.0919895172119141,5373267,-.0614423751831055,591022,16231,8585,.1490774154663086,11837,-1.663311958312988,862655,-.1615486145019531,91032,-.3853816986083984,1096135,-.1930246353149414,85854,-.0543251037597656,189477,.0803623199462891,62757,-.1110944747924805,6032595,-.1007833480834961,181282,-.5620288848876953,3111745,.194183349609375,577360,.6860876083374023,51204,-.6893711090087891,1489264,.0769271850585938,905641,-.0487594604492188,50322,463000,matched (3),131973.78,.90138924,128091.29,232047.92
201809,722860,704,3373,51878,09,0,0,0,0,0,0,0,1,0,0,0,5039,-1.550374031066895,1843880,-.3008432388305664,73774,-.5088672637939453,1598086,-.3540058135986328,288988,-.6951828002929688,493394,104646,-.3014974594116211,265431,23091524,-.0486354827880859,7157637,1522751,-.3049411773681641,3495626,-.15570068359375,57425,-1.234230995178223,9991059,-.1426944732666016,2193,-2.654603004455566,60093,-.1990489959716797,63576,1.03565788269043,1585531,-.1191062927246094,61574,-1.031918525695801,16740,1.233885765075684,768515,-.7017288208007813,55639,-.0299921035766602,23330,-1.31046199798584,929,.7749857902526856,20282,14227,3127269,.2819995880126953,69149280,-.0368118286132813,2957458,.3700876235961914,91532,-.5960578918457031,4664575,-.1414394378662109,401287,18841,14463,.5215768814086914,48003,1.400032997131348,1155485,.2922601699829102,82648,-.0966205596923828,1202116,.0922927856445313,136843,.4661865234375,231667,.2010326385498047,16392,-1.342476844787598,5709937,-.0549697875976563,163275,-.1046180725097656,2813862,-.1006259918212891,626597,.0818376541137695,50174,-.020319938659668,2503254,.5193090438842773,832381,-.0843524932861328,187983,373000,matched (3),664354.88,.90138924,131195.36,233775.7
201810,722860,705,3373,99303,10,0,0,0,0,0,0,0,0,1,0,0,21082,1.431211471557617,2588417,.3391742706298828,27857,-.9739217758178711,2148209,.2958278656005859,229075,-.2323360443115234,304629,142281,.3072214126586914,1296860,24612980,.0638065338134766,9067403,1483535,-.0260906219482422,3289872,-.060664176940918,187781,1.184797286987305,11396018,.1315746307373047,9663,1.483034133911133,32926,-.6016311645507813,4021,-2.76070499420166,1769352,.1096935272216797,114443,.6198368072509766,3675,-1.516247749328613,1110419,.3680324554443359,112343,.702672004699707,52395,.8090715408325195,2625,1.038727283477783,20746,23591,3162579,.0112276077270508,73056784,.0549678802490234,3781643,.2458286285400391,230963,.9255685806274414,6238574,.2907552719116211,986071,14359,11104,-.2642879486083984,23863,-.6989336013793945,1470722,.2412338256835938,127813,.4359779357910156,845077,-.3524103164672852,174027,.2403764724731445,308235,.2855615615844727,179047,2.390854835510254,6460547,.1235065460205078,197990,.1927804946899414,3097455,.0960235595703125,329678,-.6421871185302734,64975,.2585048675537109,1556975,-.4748468399047852,877516,.0528049468994141,93216,322000,matched (3),510818.13,.90138924,155818.17,248431.41
201811,722860,706,3373,292114,11,0,0,0,0,0,0,0,0,0,1,0,10340,-.7123994827270508,2550087,-.014918327331543,47701,.5378684997558594,2477200,.1424942016601563,446754,.6679592132568359,936997,215624,.4157314300537109,949152,33397590,.3052101135253906,4476733,1749608,.1649646759033203,3378734,.0266523361206055,260782,.3284082412719727,12022262,.0534954071044922,20434,.7488956451416016,57090,.5503664016723633,96739,3.180485725402832,1689090,-.0464229583740234,90998,-.2292394638061523,5347,.3749818801879883,1193133,.0718450546264648,149853,.2880983352661133,113505,.7730350494384766,1466,-.5825433731079102,59853,43495,2812156,-.117436408996582,74093840,.0140972137451172,3583886,-.0537109375,292362,.2357349395751953,6686307,.069310188293457,1396602,28679,8359,-.283966064453125,65560,1.010636329650879,969913,-.4163026809692383,133945,.0468606948852539,845304,.0002679824829102,71455,-.8901424407958984,133174,-.8392057418823242,91101,-.6756792068481445,4013415,-.4760713577270508,240393,.1940584182739258,3159479,.0198259353637695,620499,.6324081420898438,108879,.5162353515625,2874100,.6129951477050781,720183,-.1975898742675781,107955,385000,matched (3),640993.25,.90138924,148799.08,244090.2
201812,722860,707,3373,232490,12,0,0,0,0,0,0,0,0,0,0,1,2895,-1.273035049438477,2186356,-.1538915634155273,128387,.9900960922241211,2175431,-.1299018859863281,245742,-.5977258682250977,486304,190101,-.1259803771972656,735947,12128785,-1.012901306152344,6181829,1402837,-.2208957672119141,2892771,-.1552858352661133,148212,-.5650415420532227,11266214,-.0649528503417969,15077,-.3040294647216797,21165,-.9922800064086914,1405,-4.231978893280029,1501419,-.1177797317504883,115009,.2341728210449219,404,-2.582875728607178,986351,-.1903257369995117,67352,-.7997217178344727,56489,-.6978006362915039,866,-.5264077186584473,22041,17105,1938645,-.3719615936279297,31010656,-.871002197265625,2968984,-.188227653503418,132993,-.7876958847045898,4743442,-.3432989120483398,293949,11626,5720,-.3793706893920898,13230,-1.600479125976563,1042046,.0717353820800781,330924,.9044599533081055,844094,-.0014324188232422,75018,.0486593246459961,126497,-.0514383316040039,52233,-.5562543869018555,4849532,.189239501953125,51740,-1.536043167114258,2513048,-.2289104461669922,491387,-.2332925796508789,89425,-.1968374252319336,1174782,-.8946571350097656,647895,-.1057767868041992,169988,101000,matched (3),289685.47,.90138924,109501.37,222327.27
