period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1602c344,Y1619c792,growth1619c792,Y1679c208,growth1679c208,Y1771c600,growth1771c600,Y2011c428,growth2011c428,Y2057c222,growth2057c222,Y2115c251,growth2115c251,Y2129c586,growth2129c586,Y2136c428,growth2136c428,Y2222c124,growth2222c124,Y2318c300,growth2318c300,Y2554c688,growth2554c688,Y259c124,growth259c124,Y2714c554,Y2740c428,growth2740c428,Y2933c344,Y3004c688,growth3004c688,Y3012c642,Y3070c752,growth3070c752,Y3182c352,growth3182c352,Y319c688,Y3258c620,growth3258c620,Y3371c484,growth3371c484,Y343c208,Y3478c484,growth3478c484,Y3539c352,growth3539c352,Y3760c233,Y3829c705,growth3829c705,Y3889c152,Y3916c300,growth3916c300,Y4321c807,growth4321c807,Y4329c222,growth4329c222,Y4373c268,growth4373c268,Y4380c251,growth4380c251,Y4384c218,Y4459c124,growth4459c124,Y446c152,Y4503c152,growth4503c152,Y452c372,growth452c372,Y4545c807,Y4581c268,growth4581c268,Y4625c233,Y5039c208,growth5039c208,Y621c757,growth621c757,Y644c246,growth644c246,Y652c352,growth652c352,Y685c757,growth685c757,Y740c620,growth740c620,Y873c440,growth873c440,Y961c300,_merge,x,r2,s,sf
201803,293339,698,1296,46973224,03,0,1,0,0,0,0,0,0,0,0,0,343803,4192853,-.2605133056640625,490695,.4349441528320313,101591,.7127790451049805,23103,-.1804943084716797,1667677,.538416862487793,455932,.3968582153320313,279203,3.789486885070801,41959,.5023765563964844,65987,1.427614212036133,28286,-.5696163177490234,827985,-.0301084518432617,8872914,.1091585159301758,1115851,11297,1.188194274902344,691233,48573,.3422822952270508,245652,119952,-.6716508865356445,24694,1.265232086181641,29374,343551,.498682975769043,1214977,.1136722564697266,1473761,788392,-.4747886657714844,10885,.092127799987793,53652,152849,.0682849884033203,176293,777745,.2555675506591797,13758,.0133905410766602,1683654,.2090091705322266,193511,1.380908966064453,15140458,.1963157653808594,526577,451564,.0398178100585938,142604,40832,.8674097061157227,33922,.3352346420288086,578528,7483973,.3062601089477539,1420261,376583,3.751625061035156,618450,.123443603515625,1018220,.257267951965332,51208,1.886139869689941,91372,-.2956914901733398,56737,2.364513397216797,120959,.1994132995605469,81681,matched (3),42786344,.819305,2107852,4601732
201804,293339,699,1296,33683260,04,0,0,1,0,0,0,0,0,0,0,0,70738,6513464,.4404897689819336,221635,-.7947902679443359,48347,-.7425508499145508,8329,-1.020219802856445,1732737,.0382699966430664,375346,-.1944952011108398,59793,-1.541050910949707,13652,-1.122806549072266,60424,-.0880708694458008,858,-3.495518207550049,673086,-.2071218490600586,7864396,-.1206579208374023,759253,7356,-.429020881652832,787010,33567,-.3695240020751953,26595,33494,-1.275725364685059,15212,-.4844760894775391,31368,267057,-.2518739700317383,2126170,.5595970153808594,1364518,669224,-.1638774871826172,10551,-.0311651229858398,26304,128775,-.1713829040527344,112892,1283214,.5007247924804688,6037,-.8237133026123047,1531017,-.0950345993041992,118424,-.491063117980957,11891549,-.2415428161621094,780730,444455,-.0158681869506836,66904,12761,-1.16307258605957,95508,1.035146713256836,624116,7282207,-.0273303985595703,1449917,936402,.9109058380126953,939437,.418065071105957,1010949,-.007166862487793,9289,-1.707064628601074,72617,-.2297401428222656,24917,-.8228769302368164,108997,-.1041316986083984,60325,matched (3),29345146,.819305,1831400.4,4481843.5
201805,293339,700,1296,50650852,05,0,0,0,1,0,0,0,0,0,0,0,323837,4945657,-.2753610610961914,570806,.9460172653198242,69141,.3577432632446289,13202,.4606256484985352,1893012,.0884675979614258,345089,-.0840463638305664,86812,.3728561401367188,38044,1.024856567382813,61072,.0106668472290039,15160,2.871811389923096,800250,.1730508804321289,5776821,-.3084917068481445,867275,17913,.890009880065918,894128,42108,.2266941070556641,104208,251499,2.016072273254395,16919,.1063528060913086,30944,201888,-.2797489166259766,955207,-.8001499176025391,1478989,1394066,.7338619232177734,20622,.6701374053955078,47361,192913,.4041719436645508,736749,609357,-.7447185516357422,8218,.3084192276000977,1743272,.1298313140869141,218815,.6139554977416992,14980708,.2309360504150391,952854,501942,.1216354370117188,52654,12831,.0054702758789063,119645,.2253189086914063,932312,8333104,.1348018646240234,877037,481151,-.665863037109375,698941,-.29571533203125,1022936,.0117874145507813,1187,-2.057401657104492,84875,.1559810638427734,38062,.4236660003662109,120144,.0973711013793945,112163,matched (3),34577568,.819305,2557470.5,4824267
201806,293339,701,1296,29394328,06,0,0,0,0,1,0,0,0,0,0,0,565388,6006409,.1943168640136719,497729,-.136993408203125,50277,-.3185997009277344,21375,.4818534851074219,852060,-.7982673645019531,281956,-.2020511627197266,27953,-1.133220672607422,12048,-1.149844169616699,195180,1.161869049072266,4725,-1.165792465209961,597835,-.2916088104248047,3054708,-.6371698379516602,776230,7894,-.8194236755371094,1034914,28175,-.4018030166625977,56746,324459,.2547206878662109,6969,-.8869657516479492,20771,301906,.4024028778076172,1546932,.4821014404296875,1271552,1615628,.1474990844726563,10181,-.7058353424072266,139093,220557,.1339168548583984,128676,1050734,.5448398590087891,15614,.641840934753418,1608645,-.0803709030151367,159278,-.3175764083862305,13469457,-.1063385009765625,867790,422675,-.1718807220458984,90913,18834,.3837995529174805,56238,-.7549362182617188,732556,6964563,-.1794004440307617,429069,382715,-.2288904190063477,578286,-.1894969940185547,776319,-.2758684158325195,9384,2.067576408386231,87190,.0269098281860352,31350,-.1940021514892578,102289,-.160888671875,98521,matched (3),27332122,.819305,2092670.9,4594798
201807,293339,702,1296,17906996,07,0,0,0,0,0,1,0,0,0,0,0,322921,2703448,-.7982988357543945,217631,-.8272552490234375,34513,-.3762121200561523,12254,-.5563697814941406,836389,-.0185632705688477,669126,.8642215728759766,24051,-.1503477096557617,8470,-.3523683547973633,152223,-.2485761642456055,105404,3.10493278503418,555804,-.0728988647460938,7576047,.9083070755004883,724599,6545,-.1874008178710938,900241,50623,.5859708786010742,35062,148171,-.7837924957275391,13978,.6960134506225586,34114,138356,-.7802858352661133,1272581,-.1952266693115234,645252,898677,-.5865554809570313,10066,-.0113592147827148,63939,222813,.0101766586303711,62011,980639,-.0690402984619141,8103,-.6559333801269531,1192273,-.2995309829711914,106349,-.4039249420166016,14568085,.0784072875976563,808418,515968,.1994409561157227,87513,892,-3.049952983856201,19994,-1.034160614013672,677046,10526760,.4130859375,326758,804658,.7431259155273438,577126,-.0020084381103516,971899,.2246885299682617,4133,-.820002555847168,76902,-.1255578994750977,77055,.8993053436279297,101901,-.0038003921508789,33704,matched (3),28617230,.819305,2291441.8,4688667
201808,293339,703,1296,26819748,08,0,0,0,0,0,0,1,0,0,0,0,501902,4681001,.5489835739135742,367269,.5232934951782227,95308,1.015778541564941,17728,.369293212890625,949789,.1271457672119141,427746,-.4474430084228516,50035,.7325468063354492,8730,.0302352905273438,81332,-.6268072128295898,6953,-2.718626976013184,628487,.122899055480957,6356167,-.1755657196044922,842768,9445,.3667840957641602,963744,52572,.0377779006958008,35870,255198,.5436725616455078,27854,.6894912719726563,0,188201,.3076801300048828,1700531,.2898931503295898,826790,1048650,.1543350219726563,15198,.4119997024536133,142597,139072,-.4713411331176758,98018,1175381,.1811437606811523,6286,-.2539091110229492,1621038,.3072052001953125,163752,.4316272735595703,13728767,-.0593395233154297,1143066,565425,.0915327072143555,209383,26390,3.387274265289307,21225,.0597476959228516,752670,10198894,-.0316410064697266,332748,545349,-.3889913558959961,850404,.3876514434814453,1160848,.1776542663574219,11926,1.059718132019043,82041,.0646877288818359,39424,-.6701440811157227,107915,.0573415756225586,0,matched (3),20593564,.819305,1958296.4,4535176
201809,293339,704,1296,35772484,09,0,0,0,0,0,0,0,1,0,0,0,615073,2630962,-.5761623382568359,302415,-.1942939758300781,25108,-1.333928108215332,10835,-.4923639297485352,933339,-.0174713134765625,397435,-.0734977722167969,39406,-.238804817199707,14796,.5275907516479492,39576,-.7203159332275391,40823,1.770071983337402,962755,.4264841079711914,6911540,.0837669372558594,1011961,12621,.2898759841918945,831103,59200,.1187381744384766,14855,310465,.1960315704345703,14590,-.6466398239135742,23186,242741,.2544851303100586,2082353,.2025585174560547,849940,944454,-.1046524047851563,4642,-1.186017990112305,6717,154549,.1055192947387695,478933,852049,-.3217039108276367,149165,3.166728019714356,1715871,.056854248046875,214543,.2701568603515625,15519298,.1225910186767578,857675,472966,-.178553581237793,133913,15875,-.50823974609375,28163,.2828292846679688,801092,7353340,-.3271255493164063,567030,169672,-1.167558670043945,602912,-.3439407348632813,348418,-1.203503608703613,41834,1.254987716674805,88031,.070469856262207,23922,-.4995765686035156,100479,-.0713949203491211,117008,matched (3),31613960,.819305,2186089.8,4638090.5
201810,293339,705,1296,42677344,10,0,0,0,0,0,0,0,0,1,0,0,336734,3516223,.2900381088256836,568576,.6313352584838867,132046,1.659964561462402,23418,.7707233428955078,979458,.0482311248779297,72230,-1.70517635345459,65104,.5020675659179688,68899,1.538285255432129,19292,-.7185325622558594,15092,-.9950809478759766,1025246,.0628890991210938,7685350,.1061239242553711,1020024,9661,-.2672643661499023,885875,70750,.1782312393188477,43672,454519,.3811683654785156,10821,-.2988481521606445,0,416683,.5403299331665039,2872586,.3217134475708008,861711,1666363,.5677919387817383,18940,1.406130790710449,97545,238421,.4335269927978516,601166,1075919,.2332868576049805,14533,-2.328631401062012,2172996,.2361860275268555,369379,.5433130264282227,13107316,-.1689128875732422,1542937,477590,.0097284317016602,174055,95480,1.794171333312988,33126,.1623086929321289,857763,8970040,.1987361907958984,537908,344945,.7095184326171875,611274,.0137739181518555,587825,.5230264663696289,20061,-.7349309921264648,125402,.3538351058959961,52624,.7883739471435547,110341,.0936269760131836,56723,matched (3),34745052,.819305,3229955.5,5212054
201811,293339,706,1296,38015536,11,0,0,0,0,0,0,0,0,0,1,0,389726,2860758,-.2063007354736328,312878,-.5973224639892578,89493,-.3889904022216797,9657,-.8858222961425781,1088435,.1054964065551758,445081,1.818401336669922,88887,.3113803863525391,9145,-2.019434928894043,79004,1.409808158874512,28265,.6274595260620117,676720,-.415431022644043,6853865,-.1145038604736328,754228,12712,.274449348449707,873690,56466,-.2255144119262695,21519,568679,.2240762710571289,20164,.622410774230957,76262,355965,-.1574926376342773,2572269,-.1104240417480469,696487,1010405,-.5002918243408203,3743,-1.62138843536377,59985,145245,-.4956159591674805,169200,883733,-.1967763900756836,7464,-.6663303375244141,1742730,-.2206544876098633,297522,-.216334342956543,15685881,.1795902252197266,1341577,370321,-.2543821334838867,34398,22271,-1.455631256103516,12804,-.9505605697631836,811578,6206778,-.3682489395141602,151104,189347,-.5998039245605469,505033,-.1909217834472656,480862,-.2008485794067383,5452,-1.30279541015625,69519,-.5899248123168945,7207,-1.988120079040527,102959,-.069244384765625,62560,matched (3),38058772,.819305,3637763.3,5474140.5
201812,293339,707,1296,44844992,12,0,0,0,0,0,0,0,0,0,0,1,580929,3458456,.1897354125976563,477737,.4232473373413086,151615,.5271844863891602,9855,.0202960968017578,763499,-.3545846939086914,352566,-.2330188751220703,11835,-2.016304969787598,16261,.5755624771118164,65259,-.1911344528198242,9435,-1.097197532653809,731486,.0778207778930664,7987544,.1530704498291016,771365,1421,-2.19118595123291,1026320,57685,.0213584899902344,19202,338311,-.5193500518798828,17030,-.1689224243164063,83158,207765,-.5384254455566406,1845066,-.3322734832763672,0,1490639,.3888530731201172,15374,1.412790298461914,50814,159962,.0965147018432617,73154,628614,-.34063720703125,10568,.3477392196655273,1817997,.0422830581665039,158620,-.6289768218994141,16031383,.0217876434326172,1132180,436057,.1634025573730469,199237,69989,1.145052909851074,52757,1.415939331054688,627384,7982003,.2515478134155273,904210,198464,.0470266342163086,822000,.487116813659668,463514,-.0367441177368164,11527,.7487096786499023,78987,.1276836395263672,46332,1.860780715942383,78240,-.2745504379272461,154354,matched (3),38444500,.819305,5348417,6733384
